name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
WALDO,NA,WALDO,OH,MARION,NA,NA,Marion,1847,NA,TRUE,0,120004,TRUE,NA,TRUE,WALDO,MARION,OH,2035978,Post Office,Waldo Post Office,Marion,40.45885,-83.07734,286,1,40.45885,-83.07734,1821-1870,for business
NEWCOMERSTOWN,NA,NEWCOMERSTOWN,OH,TUSCARAWAS,NA,NA,Tuscarawas,1816,NA,FALSE,0,102336,TRUE,NA,TRUE,NEWCOMERSTOWN,TUSCARAWAS,OH,1082311,Post Office,Newcomerstown Post Office,Tuscarawas,40.2748,-81.60703,245,1,40.2748,-81.60703,1770-1820,for business
BAGDAD,NA,BAGDAD,AZ,YAVAPAI,NA,NA,Yavapai,1910,NA,FALSE,0,125887,TRUE,NA,TRUE,BAGDAD,YAVAPAI,AZ,44877,Post Office,Bagdad Post Office,Yavapai,34.57368,-113.1794,1151,1,34.57368,-113.1794,1871-1920,for business
MARICOPA,NA,MARICOPA,CA,KERN,NA,NA,Kern,1901,NA,TRUE,0,147622,TRUE,NA,TRUE,MARICOPA,KERN,CA,1839453,Post Office,Maricopa Post Office,Kern,35.06328,-119.402,264,1,35.06328,-119.402,1871-1920,for business
BROWN'S  MILLS,BROWNS  MILLS,BROWN'S  MILLS,TX,LEE,NA,NA,Lee,1877,1883,TRUE,7,128650,TRUE,6,TRUE,BROWN'S MILL,LEE,TX,1375270,Populated Place,Brown's Mill,Lee,30.37715,-96.86304,118,0.8571429,30.37715,-96.86304,1871-1920,1871-1920
NOTREES,NA,NOTREES,TX,ECTOR,NA,NA,Ector,1946,NA,TRUE,0,151328,TRUE,NA,TRUE,NOTREES,ECTOR,TX,2731630,Post Office,Notrees Post Office,Ector,31.9174,-102.7545,1015,1,31.9174,-102.7545,1921-2000,for business
TRINITY,NA,TRINITY,MS,DESOTO,NA,NA,De Soto,1910,1911,TRUE,6,58095,TRUE,1,TRUE,TRINITY,DESOTO,MS,690401,Populated Place,Trinity,DeSoto,34.8092656,-90.1753722,86,1,34.8092656,-90.1753722,1871-1920,1871-1920
KENEL,NA,KENEL,SD,CORSON,NA,NA,Corson,1914,1963,TRUE,1,143949,TRUE,49,TRUE,KENEL,CORSON,SD,1255920,Populated Place,Kenel,Corson,45.85833,-100.4599,604,1,45.85833,-100.4599,1871-1920,1921-2000
YELLOW CREEK,NA,YELLOW CREEK,PA,BEDFORD,NA,NA,Bedford,1858,1944,TRUE,2,63955,TRUE,86,TRUE,YELLOW CREEK,BEDFORD,PA,1214502,Post Office,Yellow Creek Post Office (historical),Bedford,40.1303582,-78.3314026,288,1,40.1303582,-78.3314026,1821-1870,1921-2000
BIG COTTONWOOD,NA,BIG COTTONWOOD,UT,SALT LAKE,NA,NA,Salt Lake,1868,1870,TRUE,8,127182,TRUE,2,TRUE,BIG COTTONWOOD,SALT LAKE,UT,1438648,Mine,Big Cottonwood Mine,Salt Lake,40.58384,-111.5855,2932,NA,40.58384,-111.5855,1821-1870,1821-1870
WEST SCARBOROUGH,NA,WEST SCARBOROUGH,ME,CUMBERLAND,NA,NA,Cumberland,1880,1962,TRUE,1,61781,TRUE,82,TRUE,WEST SCARBOROUGH,CUMBERLAND,ME,578219,Populated Place,West Scarborough,Cumberland,43.5703609,-70.3878279,18,1,43.5703609,-70.3878279,1871-1920,1921-2000
JOHNSONVILLE,NA,JOHNSONVILLE,PA,NORTHAMPTON,NA,NA,Northampton,1866,1917,TRUE,3,29515,TRUE,51,TRUE,JOHNSONVILLE,NORTHAMPTON,PA,1196141,Populated Place,Johnsonville,Northampton,40.8981517,-75.1529555,179,1,40.8981517,-75.1529555,1821-1870,1871-1920
ADVANCE,NA,ADVANCE,MO,STODDARD,NA,NA,Stoddard,1882,NA,TRUE,0,342,TRUE,NA,TRUE,ADVANCE,STODDARD,MO,2782768,Post Office,Advance Post Office,Stoddard,37.1038051,-89.9130529,111,1,37.1038051,-89.9130529,1871-1920,for business
THOMAS,NA,THOMAS,NC,NORTHAMPTON,NA,NA,Northampton,1888,1891,TRUE,6,117267,TRUE,3,TRUE,THOMAS,NORTHAMPTON,NC,996031,Cemetery,Thomas Cemetery,Northampton,36.51209,-77.62109,48,1,36.51209,-77.62109,1871-1920,1871-1920
CORBEAN,NA,CORBEAN,NY,CLINTON,NA,NA,Clinton,1830,1831,TRUE,9,12596,TRUE,1,TRUE,CORBEAU,CLINTON,NY,947403,Populated Place,Corbeau,Clinton,44.9430949,-73.4079125,34,0.857142857,44.9430949,-73.4079125,1821-1870,1821-1870
ZANONI,NA,ZANONI,VA,GLOUCESTER,NA,NA,Gloucester,1894,NA,TRUE,0,123686,TRUE,NA,TRUE,ZANONI,GLOUCESTER,VA,1500083,Populated Place,Zanoni,Gloucester,37.38875,-76.48745,4,1,37.38875,-76.48745,1871-1920,for business
KETTLE,NA,KETTLE,KY,CUMBERLAND,NA,NA,Cumberland,1881,NA,FALSE,0,92535,TRUE,NA,TRUE,KETTLE,CUMBERLAND,KY,508385,Populated Place,Kettle,Cumberland,36.70228,-85.36107,300,1,36.70228,-85.36107,1871-1920,for business
VOLGA,NA,VOLGA,WI,POLK,NA,NA,Polk,1881,1904,TRUE,5,119753,TRUE,23,TRUE,VOLGA,POLK,WI,1831855,School,Volga School (historical),Polk,45.36135,-92.38769,337,1,45.36135,-92.38769,1871-1920,1871-1920
MEDINA,NA,MEDINA (2),MI,LENAWEE,NA,NA,Lenawee,1850,1961,TRUE,1,98559,TRUE,111,TRUE,MEDINA,LENAWEE,MI,2435674,Post Office,Medina Post Office (historical),Lenawee,41.80806,-84.26389,254,1,41.80806,-84.26389,1821-1870,1921-2000
MCKEEVER,NA,MCKEEVER,NY,HERKIMER,NA,NA,Herkimer,1895,1962,TRUE,1,36478,TRUE,67,TRUE,MCKEEVER,HERKIMER,NY,956792,Populated Place,McKeever,Herkimer,43.6120128,-75.0987814,465,1,43.6120128,-75.0987814,1871-1920,1921-2000
TINTON,NA,TINTON,SD,LAWRENCE,NA,NA,Lawrence,1903,1955,TRUE,1,161832,TRUE,52,TRUE,TINTON,LAWRENCE,SD,1265397,Populated Place,Tinton,Lawrence,44.38054,-104.0485,1817,1,44.38054,-104.0485,1871-1920,1921-2000
DRIFTON,NA,DRIFTON,FL,JEFFERSON,NA,NA,Jefferson,1873,1956,TRUE,1,15995,TRUE,83,TRUE,DRIFTON,JEFFERSON,FL,281765,Populated Place,Drifton,Jefferson,30.4954814,-83.8793301,36,1,30.4954814,-83.8793301,1871-1920,1921-2000
ANOKA,NA,ANOKA,NE,BOYD,NA,NA,Boyd,1902,1966,TRUE,1,124982,TRUE,64,TRUE,ANOKA,BOYD,NE,1845083,Post Office,Anoka Post Office (historical),Boyd,42.94694,-98.83092,502,1,42.94694,-98.83092,1871-1920,1921-2000
WEBSTERVILLE,NA,WEBSTERVILLE,VT,WASHINGTON,NA,NA,Washington,1900,NA,TRUE,0,60900,TRUE,NA,TRUE,WEBSTERVILLE,WASHINGTON,VT,1919270,Post Office,Websterville Post Office,Washington,44.159571,-72.4704268,415,1,44.159571,-72.4704268,1871-1920,for business
PARKVILLE,NA,PARKVILLE,MO,PLATTE,NA,NA,Platte,1841,1962,TRUE,1,43894,TRUE,121,TRUE,PARKVILLE,PLATTE,MO,2477775,Post Office,Parkville Post Office,Platte,39.1893355,-94.6825792,231,1,39.1893355,-94.6825792,1821-1870,1921-2000
ROSCOE,NA,ROSCOE,MN,GOODHUE,NA,NA,Goodhue,1857,1905,FALSE,5,110551,TRUE,48,TRUE,ROSCOE,GOODHUE,MN,2064917,Post Office,Roscoe Post Office,Goodhue,44.22528,-92.77139,365,1,44.22528,-92.77139,1821-1870,1871-1920
LORETTA,NA,LORETTA,SD,BON HOMME,NA,NA,Bon Homme,1882,1910,TRUE,4,146654,TRUE,28,TRUE,LORETTTA,BON HOMME,SD,1267172,Post Office,Lorettta Post Office (historical),Bon Homme,42.90361,-98.07591,440,0.8571429,42.90361,-98.07591,1871-1920,1871-1920
HARMONY,NA,HARMONY (2),PA,BUTLER,NA,NA,Butler,1852,NA,TRUE,0,25182,TRUE,NA,TRUE,HARMONY,BUTLER,PA,1176545,Populated Place,Harmony,Butler,40.801454,-80.1272826,286,1,40.801454,-80.1272826,1821-1870,for business
COPPELL,NA,COPPELL,TX,DALLAS,NA,NA,Dallas,1892,NA,TRUE,0,132273,TRUE,NA,TRUE,COPPELL,DALLAS,TX,2428267,Post Office,Coppell Post Office,Dallas,32.95971,-96.99264,156,1,32.95971,-96.99264,1871-1920,for business
SELBY,NA,SELBY,CA,CONTRA COSTA,NA,NA,Contra Costa,1886,1967,TRUE,1,158243,TRUE,81,TRUE,SELBY,CONTRA COSTA,CA,1659623,Populated Place,Selby,Contra Costa,38.05659,-122.2439,6,1,38.05659,-122.2439,1871-1920,1921-2000
MEDFORD,NA,MEDFORD,MA,MIDDLESEX,NA,NA,Middlesex,1797,1907,TRUE,1,36630,TRUE,110,TRUE,MEDFORD,MIDDLESEX,MA,1973167,Post Office,Medford Post Office,Middlesex,42.419135,-71.1094812,6,1,42.419135,-71.1094812,1770-1820,1871-1920
GREIGSVILLE,NA,GREIGSVILLE,NY,LIVINGSTON,NA,NA,Livingston,1825,1922,FALSE,2,24007,TRUE,97,TRUE,GREIGSVILLE,LIVINGSTON,NY,951801,Populated Place,Greigsville,Livingston,42.8306176,-77.8969499,229,1,42.8306176,-77.8969499,1821-1870,1921-2000
FRILEY,NA,FRILEY,AR,JOHNSON,NA,NA,Johnson,1901,1933,TRUE,2,21400,TRUE,32,TRUE,FRILEY,JOHNSON,AR,71697,Populated Place,Friley,Johnson,35.7292472,-93.6279663,306,1,35.7292472,-93.6279663,1871-1920,1921-2000
PECKS POND,NA,PECKS POND,PA,PIKE,NA,NA,Pike,1939,1967,TRUE,1,44355,TRUE,28,TRUE,PECKS POND,PIKE,PA,2027102,Post Office,Pecks Pond Post Office (historical),Pike,41.2831472,-75.0921193,418,1,41.2831472,-75.0921193,1921-2000,1921-2000
READVILLE STATION,READVILLE,READVILLE STATION,MA,NORFOLK,NA,NA,Norfolk,1864,1879,TRUE,5,47763,TRUE,15,TRUE,DEANVILLE,NORFOLK,MA,606181,Locale,Deanville (historical),Norfolk,42.1314867,-71.3620022,44,0.777777778,42.1314867,-71.3620022,1821-1870,1871-1920
PALMER,NA,PALMER (2),MA,HAMPDEN,NA,NA,Hampden,1850,NA,TRUE,0,43596,TRUE,NA,TRUE,PALMER,HAMPDEN,MA,1978339,Post Office,Palmer Post Office (historical),Hampden,42.1570382,-72.3178591,132,1,42.1570382,-72.3178591,1821-1870,for business
DENTON,NA,DENTON,OK,STEPHENS,NA,NA,Stephens,1902,1906,TRUE,6,133930,TRUE,4,TRUE,DENTON,STEPHENS,OK,1100351,Populated Place,Denton,Stephens,34.66646,-98.12449,372,1,34.66646,-98.12449,1871-1920,1871-1920
MANSFIELD,NA,MANSFIELD,AL,LAMAR,NA,NA,Lamar,1898,1909,TRUE,4,35108,TRUE,11,TRUE,MANSFIELD,LAMAR,AL,132786,Populated Place,Mansfield,Lamar,33.854273,-87.9741935,124,1,33.854273,-87.9741935,1871-1920,1871-1920
BONAPARTE,NA,BONAPARTE,IL,DUPAGE,NA,NA,Du Page,1846,1859,TRUE,7,69827,TRUE,13,TRUE,BONAPARTE,DUPAGE,IL,1771683,School,Bonaparte School (historical),DuPage,41.8311408,-88.0678438,232,1,41.8311408,-88.0678438,1821-1870,1821-1870
HARTMAN,NA,HARTMAN,NC,STOKES,NA,NA,Stokes,1902,1912,TRUE,4,87772,TRUE,10,TRUE,HARTMAN,STOKES,NC,1006232,Populated Place,Hartman,Stokes,36.42208,-80.17199,289,1,36.42208,-80.17199,1871-1920,1871-1920
BELLAMY,NA,BELLAMY,AL,SUMTER,NA,NA,Sumter,1900,NA,TRUE,0,4009,TRUE,NA,TRUE,BELLAMY,SUMTER,AL,168862,Post Office,Bellamy Post Office,Sumter,32.449381,-88.1338988,34,1,32.449381,-88.1338988,1871-1920,for business
HOWARD,NA,HOWARD,MS,HOLMES,NA,NA,Holmes,1887,1920,FALSE,3,27657,TRUE,33,TRUE,HOWARD,HOLMES,MS,671524,Populated Place,Howard,Holmes,33.1229048,-90.1909192,44,1,33.1229048,-90.1909192,1871-1920,1871-1920
AGUDO,NA,AGUDO,NM,DE BACA,NA,NA,DeBaca,1909,1913,TRUE,6,124130,TRUE,4,TRUE,AGUDO,DE BACA,NM,938051,Post Office,Agudo Post Office (historical),De Baca,34.40535,-104.3036,1297,1,34.40535,-104.3036,1871-1920,1871-1920
LAWN,NA,LAWN,NE,BOX BUTTE,NA,NA,Box Butte,1885,1907,TRUE,5,145398,TRUE,22,TRUE,LAWN,BOX BUTTE,NE,1805236,Cemetery,Lawn Cemetery,Box Butte,42.32206,-103.3063,1370,1,42.32206,-103.3063,1871-1920,1871-1920
BEOWAWE,NA,BEOWAWE,NV,EUREKA,NA,NA,Eureka,1870,1983,FALSE,1,126923,TRUE,113,TRUE,BEOWAWE,EUREKA,NV,864620,Post Office,Beowawe Post Office,Eureka,40.59269,-116.4773,1431,1,40.59269,-116.4773,1821-1870,1921-2000
CORN VALLEY,NA,CORN VALLEY,VA,RUSSELL,NA,NA,Russell,1924,1958,TRUE,1,76072,TRUE,34,TRUE,CORN VALLEY,RUSSELL,VA,1494202,Populated Place,Corn Valley,Russell,36.89983,-81.93485,710,1,36.89983,-81.93485,1921-2000,1921-2000
LAKESHORE,NA,LAKESHORE,MS,HANCOCK,NA,NA,Hancock,1901,NA,TRUE,1,31354,TRUE,NA,TRUE,LAKESHORE,HANCOCK,MS,711739,Populated Place,Lakeshore,Hancock,30.2465856,-89.4358827,3,1,30.2465856,-89.4358827,1871-1920,for business
ARTA,NA,ARTA,AL,TALLADEGA,NA,NA,Talladega,1901,1907,TRUE,5,1843,TRUE,6,TRUE,ARTA,TALLADEGA,AL,166146,Post Office,Arta Post Office (historical),Talladega,33.4203863,-86.2833099,167,1,33.4203863,-86.2833099,1871-1920,1871-1920
WAMPUM,NA,WAMPUM,KY,PENDLETON,NA,NA,Pendleton,1891,1903,TRUE,4,120266,TRUE,12,TRUE,WAMPUM,PENDLETON,KY,2564329,Post Office,Wampum Post Office (historical),Pendleton,38.71366,-84.26502,192,1,38.71366,-84.26502,1871-1920,1871-1920
MONROE,NA,MONROE,WA,SNOHOMISH,NA,NA,Snohomish,1890,NA,TRUE,0,149439,TRUE,NA,TRUE,MONROE,SNOHOMISH,WA,2769194,Post Office,Monroe Post Office,Snohomish,47.85605,-121.9725,22,1,47.85605,-121.9725,1871-1920,for business
DIXMONT,NA,DIXMONT,ME,PENOBSCOT,NA,NA,Penobscot,1807,NA,TRUE,0,15455,TRUE,NA,TRUE,DIXMONT,PENOBSCOT,ME,1913460,Post Office,Dixmont Post Office,Penobscot,44.6812665,-69.1600942,169,1,44.6812665,-69.1600942,1770-1820,for business
BOON,NA,BOON,OR,CLACKAMAS,NA,NA,Clackamas,1868,1869,TRUE,9,127955,TRUE,1,TRUE,BOON,CLACKAMAS,OR,1164228,Post Office,Boon Post Office (historical),Clackamas,45.29984,-122.7679,54,1,45.29984,-122.7679,1821-1870,1821-1870
FITCHS STORE,NA,FITCHS STORE,NC,CASWELL,NA,NA,Caswell,1876,1892,TRUE,6,82719,TRUE,16,TRUE,FITCHS STORE,CASWELL,NC,1020258,Populated Place,Fitchs Store,Caswell,36.32375,-79.36169,200,1,36.32375,-79.36169,1871-1920,1871-1920
WHITES CREEK,NA,WHITES CREEK,TN,DAVIDSON,NA,NA,Davidson,1866,NA,FALSE,0,62393,TRUE,NA,TRUE,WHITES CREEK,DAVIDSON,TN,1652339,Post Office,Whites Creek Post Office,Davidson,36.2644552,-86.8311205,143,1,36.2644552,-86.8311205,1821-1870,for business
PALISADE,NA,PALISADE,MN,LAKE,NA,NA,Lake,1892,1896,TRUE,6,104922,TRUE,4,TRUE,PALISADE,LAKE,MN,2093509,Church,Palisade Baptist Church,Lake,47.32222,-91.21722,211,NA,47.32222,-91.21722,1871-1920,1871-1920
WALTERS,NA,WALTERS,MN,FARIBAULT,NA,NA,Faribault,1901,NA,TRUE,0,120227,TRUE,NA,TRUE,WALTERS,FARIBAULT,MN,2049301,Post Office,Walters Post Office,Faribault,43.60579,-93.67328,383,1,43.60579,-93.67328,1871-1920,for business
HAVRE,NA,HAVRE,MS,PANOLA,NA,NA,Panola,1886,1900,TRUE,4,25607,TRUE,14,TRUE,HAVRE,PANOLA,MS,685730,Locale,Havre,Panola,34.2190002,-90.0206463,99,1,34.2190002,-90.0206463,1871-1920,1871-1920
CALVERT,NA,CALVERT,MD,CECIL,NA,NA,Cecil,1880,1908,TRUE,4,72297,TRUE,28,TRUE,CALVERT,CECIL,MD,589876,Populated Place,Calvert,Cecil,39.70039,-75.98245,139,1,39.70039,-75.98245,1871-1920,1871-1920
JUSTUS,NA,JUSTUS,PA,LACKAWANNA,NA,NA,Lackawanna,1882,1901,TRUE,4,29826,TRUE,19,TRUE,JUSTUS,LACKAWANNA,PA,1178205,Populated Place,Justus,Lackawanna,41.5023016,-75.6399113,451,1,41.5023016,-75.6399113,1871-1920,1871-1920
MADDOX,NA,MADDOX,TN,HARDIN,NA,NA,Hardin,1890,1905,TRUE,5,34660,TRUE,15,TRUE,MADDOX,HARDIN,TN,1292470,Populated Place,Maddox,Hardin,35.1609157,-88.218926,145,1,35.1609157,-88.218926,1871-1920,1871-1920
JEFFERSON,NA,JEFFERSON,TN,RUTHERFORD,NA,NA,Rutherford,1803,1907,FALSE,4,29212,TRUE,104,TRUE,JEFFERSON,RUTHERFORD,TN,1296328,Locale,Jefferson,Rutherford,35.9839523,-86.4591593,157,1,35.9839523,-86.4591593,1770-1820,1871-1920
HARGRAVE,NA,HARGRAVE,KS,RUSH,NA,NA,Rush,1890,1950,TRUE,1,140493,TRUE,60,TRUE,HARGRAVE,RUSH,KS,484735,Populated Place,Hargrave,Rush,38.5564,-99.44511,665,1,38.5564,-99.44511,1871-1920,1921-2000
COLLINS,NA,COLLINS,PA,LANCASTER,NA,NA,Lancaster,1883,1913,TRUE,3,11975,TRUE,30,TRUE,COLLINS,LANCASTER,PA,1203311,Populated Place,Collins,Lancaster,39.8801035,-76.132731,200,1,39.8801035,-76.132731,1871-1920,1871-1920
BARIFIELDS POINT,NA,BARIFIELDS POINT,AR,MISSISSIPPI,NA,NA,Mississippi,1836,1846,TRUE,8,2971,TRUE,10,TRUE,BARFIELD POINT,MISSISSIPPI,AR,46087,Cape,Barfield Point,Mississippi,35.8236874,-89.7206355,75,0.875,35.8236874,-89.7206355,1821-1870,1821-1870
HARGIS,NA,HARGIS,KY,PULASKI,NA,NA,Pulaski,1906,1959,TRUE,1,87481,TRUE,53,TRUE,HARGIS,PULASKI,KY,512564,Populated Place,Hargis,Pulaski,36.96508,-84.49022,272,1,36.96508,-84.49022,1871-1920,1921-2000
HAYNES,NA,HAYNES,TN,UNION,NA,NA,Union/Claiborne,1828,1902,TRUE,4,25703,TRUE,74,TRUE,HAYNES,UNION,TN,1311785,Populated Place,Haynes (historical),Union,36.3500822,-83.6749087,310,1,36.3500822,-83.6749087,1821-1870,1871-1920
JUNCTION CITY,NA,JUNCTION CITY,OR,LANE,NA,NA,Lane,1872,NA,TRUE,0,143545,TRUE,NA,TRUE,JUNCTION CITY,LANE,OR,1165462,Post Office,Junction City Post Office,Lane,44.21975,-123.2028,100,1,44.21975,-123.2028,1871-1920,for business
OAK,NA,OAK,WV,WOOD,NA,NA,Wood,1899,1907,TRUE,6,103261,TRUE,8,TRUE,OAK,WOOD,WV,1560459,Populated Place,Oak (historical),Wood,39.13202,-81.69652,195,1,39.13202,-81.69652,1871-1920,1871-1920
LE ROY,NA,LE ROY,MN,MOWER,NA,NA,Mower,1856,NA,FALSE,0,94146,TRUE,NA,TRUE,LE ROY,MOWER,MN,2050279,Post Office,Le Roy Post Office,Mower,43.51015,-92.50439,393,1,43.51015,-92.50439,1821-1870,for business
FAUSTON,NA,FAUSTON,SD,JERAULD,NA,NA,Jerauld,1887,1904,TRUE,5,136782,TRUE,17,TRUE,FAUSTON,JERAULD,SD,1267133,Post Office,Fauston Post Office (historical),Jerauld,44.06416,-98.70815,531,1,44.06416,-98.70815,1871-1920,1871-1920
PISECO,NA,PISECO,NY,HAMILTON,NA,NA,Hamilton,1839,NA,FALSE,0,45473,TRUE,NA,TRUE,PISECO,HAMILTON,NY,2795668,Post Office,Piseco Post Office,Hamilton,43.4486229,-74.5197943,510,1,43.4486229,-74.5197943,1821-1870,for business
CHADWICK,NA,CHADWICK,MI,IONIA,NA,NA,Ionia,1872,1907,TRUE,4,73639,TRUE,35,TRUE,CHADWICK,IONIA,MI,2581756,Post Office,Chadwick Post Office (historical),Ionia,43.09389,-85.17472,259,1,43.09389,-85.17472,1871-1920,1871-1920
SAINT MARYS,SAINT MARY'S,SAINT MARY(')S,PA,ELK,NA,NA,Elk,1868,NA,TRUE,0,50570,TRUE,NA,TRUE,SAINT MARYS,ELK,PA,2779581,Post Office,Saint Marys Post Office,Elk,41.4271463,-78.5592622,505,1,41.4271463,-78.5592622,1821-1870,for business
TAMA CITY,NA,TAMA CITY,IA,TAMA,NA,NA,Tama,1866,1887,TRUE,2,116752,TRUE,21,TRUE,TAMA CITY,TAMA,IA,1983215,Post Office,Tama City Post Office,Tama,41.96304,-92.57651,250,1,41.96304,-92.57651,1821-1870,1871-1920
WOOLLEY,NA,WOOLLEY,AR,UNION,NA,NA,Union,1880,1895,TRUE,7,63624,TRUE,15,TRUE,WOOLEY,UNION,AR,60962,Cemetery,Wooley Cemetery,Union,33.0621379,-92.6586528,65,0.857142857,33.0621379,-92.6586528,1871-1920,1871-1920
CLEMENTS,NA,CLEMENTS,CA,SAN JOAQUIN,NA,NA,San Joaquin,1882,NA,FALSE,0,131414,TRUE,NA,TRUE,CLEMENTS,SAN JOAQUIN,CA,1827286,Post Office,Clements Post Office,San Joaquin,38.19123,-121.0854,43,1,38.19123,-121.0854,1871-1920,for business
MAYETTA,NA,MAYETTA,KS,JACKSON,NA,NA,Jackson,1886,NA,TRUE,0,148008,TRUE,NA,TRUE,MAYETTA,JACKSON,KS,2693848,Post Office,Mayetta Post Office,Jackson,39.33797,-95.72403,367,1,39.33797,-95.72403,1871-1920,for business
HIGHPOINT,NA,HIGHPOINT,AL,MARSHALL,NA,NA,Marshall,1898,18903,TRUE,6,26580,TRUE,17005,TRUE,HIGH POINT,MARSHALL,AL,120061,Populated Place,High Point,Marshall,34.2423167,-86.2785909,312,0.888888889,34.2423167,-86.2785909,1871-1920,for business
PHELAN,NA,PHELAN,TX,BASTROP,NA,NA,Bastrop,1905,1931,TRUE,2,153524,TRUE,26,TRUE,PHELAN,BASTROP,TX,1378855,Populated Place,Phelan,Bastrop,30.15883,-97.3261,137,1,30.15883,-97.3261,1871-1920,1921-2000
COBHAM,NA,COBHAM,PA,WARREN,NA,NA,Warren,1864,1904,TRUE,4,11625,TRUE,40,TRUE,COBHAM,WARREN,PA,1209517,Populated Place,Cobham,Warren,41.7239491,-79.3339361,342,1,41.7239491,-79.3339361,1821-1870,1871-1920
ARROYO,NA,ARROYO,WV,HANCOCK,NA,NA,Hancock,1898,1907,TRUE,6,66053,TRUE,9,TRUE,ARROYO,HANCOCK,WV,1535027,Locale,Arroyo,Hancock,40.5700646,-80.6564633,209,1,40.5700646,-80.6564633,1871-1920,1871-1920
OMO RANCH,NA,OMO RANCH,CA,EL DORADO,NA,NA,El Dorado,1888,1974,TRUE,1,151928,TRUE,86,TRUE,OMO RANCH,EL DORADO,CA,1659305,Populated Place,Omo Ranch,El Dorado,38.5813,-120.5733,1101,1,38.5813,-120.5733,1871-1920,1921-2000
ARLINGTON,NA,ARLINGTON,NE,WASHINGTON,NA,NA,Washington,1882,NA,TRUE,0,125304,TRUE,NA,TRUE,ARLINGTON,WASHINGTON,NE,1897775,Post Office,Arlington Post Office,Washington,41.45209,-96.34981,361,1,41.45209,-96.34981,1871-1920,for business
PELKIE,NA,PELKIE,MI,BARAGA,NA,NA,Baraga,1903,NA,TRUE,0,105651,TRUE,NA,TRUE,PELKIE,BARAGA,MI,2129347,Post Office,Pelkie Post Office,Baraga,46.81239,-88.63657,203,1,46.81239,-88.63657,1871-1920,for business
HOMESTEAD,NA,HOMESTEAD,FL,MIAMI-DADE,NA,NA,Dade,1904,NA,TRUE,0,27233,TRUE,NA,TRUE,HOMESTEAD,MIAMI-DADE,FL,2449337,Post Office,Homestead Post Office,Miami-Dade,25.4767254,-80.4759802,2,1,25.4767254,-80.4759802,1871-1920,for business
UPTON,NA,UPTON,IA,VAN BUREN,NA,NA,Van Buren,1852,1903,FALSE,4,118900,TRUE,51,TRUE,UPTON,VAN BUREN,IA,1980864,Post Office,Upton Post Office (historical),Van Buren,40.68892,-92.03351,228,1,40.68892,-92.03351,1821-1870,1871-1920
GRASSTON,NA,GRASSTON,MN,KANABEC,NA,NA,Kanabec,1899,NA,TRUE,0,86011,TRUE,NA,TRUE,GRASSTON,KANABEC,MN,2795365,Post Office,Grasston Post Office,Kanabec,45.79498,-93.14755,295,1,45.79498,-93.14755,1871-1920,for business
SOUTH PRARIE,NA,SOUTH PRARIE,IL,HENDERSON,NA,NA,Henderson,1862,1875,TRUE,6,114463,TRUE,13,TRUE,SOUTH PRAIRIE,HENDERSON,IL,1719561,School,South Prairie School (historical),Henderson,40.74171,-90.8143,228,0.9166667,40.74171,-90.8143,1821-1870,1871-1920
KATHLEEN,NA,KATHLEEN,GA,HOUSTON,NA,NA,Houston,1888,NA,FALSE,0,29905,TRUE,NA,TRUE,KATHLEEN,HOUSTON,GA,2792557,Post Office,Kathleen Post Office,Houston,32.5028548,-83.6040761,102,1,32.5028548,-83.6040761,1871-1920,for business
ELECTRIC MILLS,NA,ELECTRIC MILLS,MS,KEMPER,NA,NA,Kemper,1911,1984,TRUE,1,17887,TRUE,73,TRUE,ELECTRIC MILLS,KEMPER,MS,669716,Populated Place,Electric Mills,Kemper,32.7692991,-88.4639264,58,1,32.7692991,-88.4639264,1871-1920,1921-2000
EXPRESS RANCH,NA,EXPRESS RANCH,OR,BAKER,NA,NA,Baker,1865,1879,TRUE,7,136475,TRUE,14,TRUE,EXPRESS RANCH,BAKER,OR,1165187,Post Office,Express Ranch Post Office,Baker,44.58105,-117.4633,807,1,44.58105,-117.4633,1821-1870,1871-1920
CANTON BEND,NA,CANTON BEND,AL,WILCOX,NA,NA,Wilcox,1885,1909,TRUE,4,8816,TRUE,24,TRUE,CANTON BEND,WILCOX,AL,115594,Locale,Canton Bend,Wilcox,32.0534798,-87.348882,65,1,32.0534798,-87.348882,1871-1920,1871-1920
BILLINGSLEY,NA,BILLINGSLEY,AL,AUTAUGA,NA,NA,Autauga,1884,NA,TRUE,0,4927,TRUE,NA,TRUE,BILLINGSLEY,AUTAUGA,AL,167087,Post Office,Billingsley Post Office,Autauga,32.6599069,-86.7182012,118,1,32.6599069,-86.7182012,1871-1920,for business
LISBON,NA,LISBON,CA,PLACER,NA,NA,Placer,1855,1866,TRUE,7,146158,TRUE,11,TRUE,LISBON,PLACER,CA,1655800,Populated Place,Lisbon,Placer,39.00073,-120.9924,611,1,39.00073,-120.9924,1821-1870,1821-1870
