name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
HAYNESVILLE,NA,HAYNESVILLE,TN,WASHINGTON,NA,NA,Washington,1859,1861,TRUE,8,25713,TRUE,2,TRUE,HAYNESVILLE,WASHINGTON,TN,1328579,Populated Place,Haynesville,Washington,36.3134397,-82.3534727,497,1,36.3134397,-82.3534727,1821-1870,1821-1870
DICE,NA,DICE,MI,SAGINAW,NA,NA,Saginaw,1894,1904,TRUE,5,78458,TRUE,10,TRUE,DICE,SAGINAW,MI,624651,Populated Place,Dice,Saginaw,43.46669,-84.11165,187,1,43.46669,-84.11165,1871-1920,1871-1920
SAINT GEORGE ISLAND,SAINT GEORGE'S ISLAND,SAINT GEORGE('S) ISLAND,MD,ST. MARY'S,NA,NA,Saint Mary's,1886,1971,FALSE,1,111422,TRUE,85,TRUE,SAINT GEORGE ISLAND,ST. MARY'S,MD,594921,Populated Place,Saint George Island,St. Mary's,38.12013,-76.48356,0,1,38.12013,-76.48356,1871-1920,1921-2000
JEFFRIESBURGH,NA,JEFFRIESBURGH,MO,FRANKLIN,NA,NA,Franklin,1857,1942,TRUE,2,29245,TRUE,85,TRUE,JEFFRIESBURG,FRANKLIN,MO,720286,Populated Place,Jeffriesburg,Franklin,38.440329,-91.0882013,231,0.923076923,38.440329,-91.0882013,1821-1870,1921-2000
JOHNS,NA,JOHNS,MI,KEWEENAW,NA,NA,Keweenaw,1902,1909,TRUE,5,91646,TRUE,7,TRUE,JOHNS,KEWEENAW,MI,2112159,Post Office,Johns Post Office (historical),Keweenaw,47.85417,-89.225,194,1,47.85417,-89.225,1871-1920,1871-1920
MERRIMAC MINES,NA,MERRIMAC MINES,VA,MONTGOMERY,NA,NA,Montgomery,1904,1935,FALSE,2,98838,TRUE,31,TRUE,MERRIMAC MINES,MONTGOMERY,VA,1493279,Populated Place,Merrimac Mines,Montgomery,37.18957,-80.42561,605,1,37.18957,-80.42561,1871-1920,1921-2000
MONASKON,NA,MONASKON,VA,LANCASTER,NA,NA,Lancaster,1860,1959,FALSE,1,99878,TRUE,99,TRUE,MONASKON,LANCASTER,VA,1470669,Populated Place,Monaskon,Lancaster,37.73764,-76.56551,7,1,37.73764,-76.56551,1821-1870,1921-2000
NAZARETH,NA,NAZARETH,PA,NORTHAMPTON,NA,NA,Northampton,1802,NA,TRUE,0,39754,TRUE,NA,TRUE,NAZARETH,NORTHAMPTON,PA,2772857,Post Office,Nazareth Post Office,Northampton,40.7430788,-75.3122471,161,1,40.7430788,-75.3122471,1770-1820,for business
BOULDER,NA,BOULDER,IA,LINN,NA,NA,Linn,1853,1865,TRUE,7,70064,TRUE,12,TRUE,BOULDER,LINN,IA,2046624,Post Office,Boulder Post Office (historical),Linn,42.2527739,-91.3696017,290,1,42.2527739,-91.3696017,1821-1870,1821-1870
MC COLLUM,MCCOLLUM,MC COLLUM,GA,COWETA,NA,NA,Coweta,1895,1932,TRUE,2,36110,TRUE,37,TRUE,MCCOLLUM,COWETA,GA,326392,Populated Place,McCollum,Coweta,33.4503923,-84.7002107,300,1,33.4503923,-84.7002107,1871-1920,1921-2000
BLACKJOE,NA,BLACKJOE,KY,HARLAN,NA,NA,Harlan,1915,1935,TRUE,2,69208,TRUE,20,TRUE,BLACKJOE,HARLAN,KY,2565553,Post Office,Blackjoe Post Office (historical),Harlan,36.8614207,-83.2816784,390,1,36.8614207,-83.2816784,1871-1920,1921-2000
DELPHOS,NA,DELPHOS,KS,OTTAWA,NA,NA,Ottawa,1866,NA,TRUE,0,133851,TRUE,NA,TRUE,DELPHOS,OTTAWA,KS,2693687,Post Office,Delphos Post Office,Ottawa,39.27373,-97.76523,399,1,39.27373,-97.76523,1821-1870,for business
BASKIN,NA,BASKIN,LA,FRANKLIN,NA,NA,Franklin,1899,NA,TRUE,0,3254,TRUE,NA,TRUE,BASKIN,FRANKLIN,LA,1630062,Post Office,Baskin Post Office,Franklin,32.2568822,-91.7459288,22,1,32.2568822,-91.7459288,1871-1920,for business
BANGERT,NA,BANGERT,MO,DENT,NA,NA,Dent,1902,1951,TRUE,1,2840,TRUE,49,TRUE,BANGERT,DENT,MO,740655,Populated Place,Bangert,Dent,37.7711542,-91.5159824,372,1,37.7711542,-91.5159824,1871-1920,1921-2000
POYNTELLE,NA,POYNTELLE,PA,WAYNE,NA,NA,Wayne,1891,NA,TRUE,0,46616,TRUE,NA,TRUE,POYNTELLE,WAYNE,PA,2780028,Post Office,Poyntelle Post Office,Wayne,41.8248696,-75.417516,628,1,41.8248696,-75.417516,1871-1920,for business
GREGG,NA,GREGG,MO,NEWTON,NA,NA,Newton,1892,1906,TRUE,5,23991,TRUE,14,TRUE,GREGG,NEWTON,MO,740061,Populated Place,Gregg,Newton,37.0520063,-94.5643919,285,1,37.0520063,-94.5643919,1871-1920,1871-1920
ROYALTON CENTRE,NA,ROYALTON CENTRE,NY,NIAGARA,NA,NA,Niagara,1824,1842,TRUE,5,49970,TRUE,18,TRUE,ROYALTON CENTER,NIAGARA,NY,963062,Populated Place,Royalton Center,Niagara,43.1636692,-78.5383599,196,0.866666667,43.1636692,-78.5383599,1821-1870,1821-1870
BROOKS,NA,BROOKS,MN,RED LAKE,NA,NA,Red Lake,1883,NA,TRUE,0,70965,TRUE,NA,TRUE,BROOKS,RED LAKE,MN,2093729,Post Office,Brooks Post Office,Red Lake,47.8146624,-96.0026461,344,1,47.8146624,-96.0026461,1871-1920,for business
JASPER,NA,JASPER,AR,NEWTON,NA,NA,Newton,1843,NA,TRUE,0,29140,TRUE,NA,TRUE,JASPER,NEWTON,AR,2802906,Post Office,Jasper Post Office,Newton,36.0067955,-93.1916592,260,1,36.0067955,-93.1916592,1821-1870,for business
ALMY,NA,ALMY,WY,UINTA,NA,NA,Uinta,1872,1914,FALSE,4,124557,TRUE,42,TRUE,ALMY,UINTA,WY,1584802,Populated Place,Almy,Uinta,41.33161,-111.0046,2008,1,41.33161,-111.0046,1871-1920,1871-1920
SELMA,NA,SELMA,CA,FRESNO,NA,NA,Fresno,1880,NA,TRUE,0,158267,TRUE,NA,TRUE,SELMA,FRESNO,CA,1811928,Post Office,Selma Post Office,Fresno,36.56984,-119.6127,94,1,36.56984,-119.6127,1871-1920,for business
BLACK FOX,NA,BLACK FOX,AR,SCOTT,NA,NA,Scott,1873,1877,TRUE,7,5116,TRUE,4,TRUE,BLACK FORK,SCOTT,AR,76359,Populated Place,Black Fork,Scott,34.7670479,-94.4310542,247,0.777777778,34.7670479,-94.4310542,1871-1920,1871-1920
MOUND,NA,MOUND,AR,CRITTENDEN,NA,NA,Crittenden,1896,1905,TRUE,4,38728,TRUE,9,TRUE,MOUND,CRITTENDEN,AR,77699,Populated Place,Mound,Crittenden,35.1903673,-90.1292597,67,1,35.1903673,-90.1292597,1871-1920,1871-1920
FISHER'S CREEK,FISHERS CREEK,FISHER'S CREEK,TN,HAWKINS,NA,NA,Hawkins,1879,1903,FALSE,5,20075,TRUE,24,TRUE,FISHERS CREEK,HAWKINS,TN,1652592,Populated Place,Fishers Creek,Hawkins,36.5250939,-82.9382208,425,1,36.5250939,-82.9382208,1871-1920,1871-1920
RUSHMERE,NA,RUSHMERE,VA,ISLE OF WIGHT,NA,NA,Isle of Wight,1913,1972,TRUE,1,111097,TRUE,59,TRUE,RUSHMERE,ISLE OF WIGHT,VA,1473642,Populated Place,Rushmere,Isle of Wight,37.06681,-76.67635,23,1,37.06681,-76.67635,1871-1920,1921-2000
KICKAPOO,NA,KICKAPOO,IL,PEORIA,NA,NA,Peoria,1847,1902,TRUE,2,92595,TRUE,55,TRUE,KICKAPOO,PEORIA,IL,411445,Populated Place,Kickapoo,Peoria,40.79004,-89.75121,203,1,40.79004,-89.75121,1821-1870,1871-1920
MAESER,NA,MAESER,UT,UINTAH,NA,NA,Uintah,1903,1910,TRUE,6,147228,TRUE,7,TRUE,MAESER,UINTAH,UT,1430036,Populated Place,Maeser,Uintah,40.47718,-109.5868,1707,1,40.47718,-109.5868,1871-1920,1871-1920
ROSENBERGER,NA,ROSENBERGER,VA,FREDERICK,NA,NA,Frederick,1887,1915,TRUE,4,110653,TRUE,28,TRUE,ROSENBERGER,FREDERICK,VA,1987288,Populated Place,Rosenberger,Frederick,39.20233,-78.31834,251,1,39.20233,-78.31834,1871-1920,1871-1920
WHITE OAK,NA,WHITE OAK,AR,CLEVELAND,NA,NA,Cleveland,1848,1906,FALSE,4,62299,TRUE,58,TRUE,WHITE OAK,CLEVELAND,AR,78749,Populated Place,White Oak,Cleveland,34.0314893,-92.3059831,56,1,34.0314893,-92.3059831,1821-1870,1871-1920
CEDAR MILLS,NA,CEDAR MILLS,OH,ADAMS,NA,NA,Adams,1868,1909,TRUE,3,73376,TRUE,41,TRUE,CEDAR MILLS,ADAMS,OH,1956161,Post Office,Cedar Mills Post Office (historical),Adams,38.82313,-83.39269,171,1,38.82313,-83.39269,1821-1870,1871-1920
ELK CITY,NA,ELK CITY,NE,DOUGLAS,NA,NA,Douglas,1884,1966,TRUE,1,135604,TRUE,82,TRUE,ELK CITY,DOUGLAS,NE,1899364,Post Office,Elk City Post Office (historical),Douglas,41.37166,-96.2678,397,1,41.37166,-96.2678,1871-1920,1921-2000
SILVER CREEK,NA,SILVER CREEK,WI,SHEBOYGAN,NA,NA,Sheboygan,1872,1903,TRUE,5,113509,TRUE,31,TRUE,SILVER CREEK,SHEBOYGAN,WI,1574099,Populated Place,Silver Creek,Sheboygan,43.55694,-88.02509,276,1,43.55694,-88.02509,1871-1920,1871-1920
GOPHER,NA,GOPHER,MT,ROSEBUD,NA,NA,Rosebud,1917,1933,TRUE,2,139231,TRUE,16,TRUE,GOPHER,ROSEBUD,MT,1716689,Post Office,Gopher Post Office (historical),Rosebud,45.22333,-106.3006,1190,1,45.22333,-106.3006,1871-1920,1921-2000
VIDALIA,NA,VIDALIA,GA,TOOMBS,NA,NA,Toombs,1890,NA,TRUE,0,59573,TRUE,NA,TRUE,VIDALIA,TOOMBS,GA,352292,Post Office,Vidalia Post Office,Toombs,32.2154138,-82.4141734,91,1,32.2154138,-82.4141734,1871-1920,for business
YARDELLE,NA,YARDELLE,AR,NEWTON,NA,NA,Newton,1882,1955,TRUE,1,63901,TRUE,73,TRUE,YARDELLE,NEWTON,AR,78816,Populated Place,Yardelle,Newton,36.0670191,-93.0040618,277,1,36.0670191,-93.0040618,1871-1920,1921-2000
FINCASTLE,NA,FINCASTLE,TN,CAMPBELL,NA,NA,Campbell,1836,1907,TRUE,4,19993,TRUE,71,TRUE,FINCASTLE,CAMPBELL,TN,1284257,Populated Place,Fincastle,Campbell,36.4098011,-84.0477006,343,1,36.4098011,-84.0477006,1821-1870,1871-1920
SALT TRACE,NA,SALT TRACE,KY,HARLAN,NA,NA,Harlan,1876,1888,TRUE,6,111700,TRUE,12,TRUE,SALT TRACE,HARLAN,KY,2565801,Post Office,Salt Trace Post Office,Harlan,36.87422,-83.46715,524,1,36.87422,-83.46715,1871-1920,1871-1920
