name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude
STURGIS,NA,STURGIS,VA,ACCOMACK,NA,NA,Accomack,1880,1885,TRUE,7,115952,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHADE FURNACE,NA,SHADE FURNACE,PA,SOMERSET,NA,NA,Somerset,1812,1879,FALSE,5,51993,TRUE,67,TRUE,SHADE FURNACE,SOMERSET,PA,1214334,Post Office,Shade Furnace Post Office (historical),Somerset,40.1517445,-78.8272442,624,1,40.1517445,-78.8272442
FISK,NA,FISK,VT,GRAND ISLE,NA,NA,Grand Isle,1892,1928,TRUE,5,20109,TRUE,36,TRUE,FISK,GRAND ISLE,VT,1457440,Cape,Fisk Point,Grand Isle,44.8483486,-73.3656512,30,NA,44.8483486,-73.3656512
WARSAW,NA,WARSAW,GA,MCINTOSH,NA,NA,McIntosh,1925,1938,TRUE,2,60457,TRUE,13,TRUE,WARSAW,MCINTOSH,GA,333369,Populated Place,Warsaw,McIntosh,31.5899409,-81.4951072,5,1,31.5899409,-81.4951072
HAVILANDSVILLE,NA,HAVILANDSVILLE,KY,HARRISON,NA,NA,Harrison,1842,1926,TRUE,3,87972,FALSE,84,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDUSTRY,NA,INDUSTRY,OH,HAMILTON,NA,NA,Hamilton,1851,1854,TRUE,8,90663,TRUE,3,TRUE,INDUSTRY,HAMILTON,OH,1064522,Populated Place,Industry,Hamilton,39.09506,-84.60522,274,1,39.09506,-84.60522
REDRUTH,NA,REDRUTH,MI,BARAGA,NA,NA,Baraga,1886,1931,FALSE,2,108896,TRUE,45,TRUE,REDRUTH,BARAGA,MI,2129279,Post Office,Redruth Post Office (historical),Baraga,46.55417,-88.20306,494,1,46.55417,-88.20306
LIBERTY HILL,NA,LIBERTY HILL,AL,DALLAS,NA,NA,Dallas,1829,1871,TRUE,5,32637,FALSE,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLYMOUTH,NA,PLYMOUTH,WV,PUTNAM,NA,NA,Putnam,1887,1943,TRUE,2,106982,TRUE,56,TRUE,PLYMOUTH,PUTNAM,WV,1545078,Populated Place,Plymouth,Putnam,38.51592,-81.84485,176,1,38.51592,-81.84485
ARTIC,NA,ARTIC,WA,GRAYS HARBOR,NA,NA,Grays Harbor,1887,1907,TRUE,5,125438,TRUE,20,TRUE,ARTIC,GRAYS HARBOR,WA,1510790,Populated Place,Artic,Grays Harbor,46.88899,-123.7146,47,1,46.88899,-123.7146
CAVE POINT,NA,CAVE POINT,TN,MACON,NA,NA,Macon,1898,1905,TRUE,6,9480,FALSE,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GILBERT,NA,GILBERT,GA,CLAY,NA,NA,Clay,1890,1903,TRUE,5,22369,FALSE,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GREENFIELD,NA,GREENFIELD,OH,HIGHLAND,NA,NA,Highland,1813,NA,TRUE,0,86300,TRUE,NA,TRUE,GREENFIELD,HIGHLAND,OH,1082277,Post Office,Greenfield Post Office,Highland,39.35212,-83.38225,277,1,39.35212,-83.38225
CRANK,NA,CRANK,AR,MILLER,NA,NA,Miller,1896,1910,TRUE,4,13242,FALSE,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEW BEDFORD,NA,NEW BEDFORD,IL,BUREAU,NA,NA,Bureau,1855,NA,TRUE,0,101828,TRUE,NA,TRUE,NEW BEDFORD,BUREAU,IL,2788381,Post Office,New Bedford Post Office,Bureau,41.51358,-89.72029,197,1,41.51358,-89.72029
NEWBURYPORT,NA,NEWBURYPORT,MA,ESSEX,NA,NA,Essex,1773,NA,TRUE,0,40452,TRUE,NA,TRUE,NEWBURYPORT,ESSEX,MA,2783673,Post Office,Newburyport Post Office,Essex,42.8105992,-70.8723364,10,1,42.8105992,-70.8723364
LYKINS,NA,LYKINS,KY,MAGOFFIN,NA,NA,Magoffin,1887,1951,TRUE,1,96471,TRUE,64,TRUE,LYKINS,MAGOFFIN,KY,508518,Populated Place,Lykins,Magoffin,37.77815,-83.22184,272,1,37.77815,-83.22184
WAYNESBURG,WAYNESBURGH,WAYNESBURG(H),KY,LINCOLN,NA,NA,Lincoln,1827,NA,TRUE,0,120821,TRUE,NA,TRUE,WAYNESBURG,LINCOLN,KY,2794363,Post Office,Waynesburg Post Office,Lincoln,37.33223,-84.67048,369,1,37.33223,-84.67048
MOULTON,NA,MOULTON,MT,FERGUS,NA,NA,Fergus,1926,1954,TRUE,1,149856,TRUE,28,TRUE,MOULTON,FERGUS,MT,1722924,Post Office,Moulton Post Office (historical),Fergus,47.34581,-109.3546,1128,1,47.34581,-109.3546
WOLF,NA,WOLF,AR,LEE,NA,NA,Lee,1898,1899,TRUE,7,63321,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WARREN POINT,NA,WARREN POINT,NJ,BERGEN,NA,NA,Bergen,1894,1941,FALSE,2,60410,TRUE,47,TRUE,WARREN POINT,BERGEN,NJ,2802173,Post Office,Warren Point Post Office,Bergen,40.9240449,-74.1055817,22,1,40.9240449,-74.1055817
CISCO,NA,CISCO,GA,MURRAY,NA,NA,Murray,1881,NA,TRUE,0,10890,TRUE,NA,TRUE,CISCO,MURRAY,GA,352053,Post Office,Cisco Post Office,Murray,34.9515653,-84.7374376,252,1,34.9515653,-84.7374376
WINNEBAGO CITY,NA,WINNEBAGO CITY,MN,FARIBAULT,NA,NA,Faribault,1857,1905,TRUE,1,122656,TRUE,48,TRUE,WINNEBAGO CITY,FARIBAULT,MN,2049156,Post Office,Winnebago City Post Office,Faribault,43.76728,-94.16547,339,1,43.76728,-94.16547
NEW BETHEL,NA,NEW BETHEL,IN,MARION,NA,NA,Marion,1839,1854,FALSE,8,101838,TRUE,15,TRUE,NEW BETHEL,MARION,IN,440019,Populated Place,New Bethel,Marion,39.70449,-86.0097,256,1,39.70449,-86.0097
ENZOR,NA,ENZOR,MS,LAUDERDALE,NA,NA,Lauderdale,1902,1918,TRUE,4,18607,TRUE,16,TRUE,ENZOR,LAUDERDALE,MS,683994,Populated Place,Enzor,Lauderdale,32.3118103,-88.6197638,170,1,32.3118103,-88.6197638
CASHIN,NA,CASHIN,CO,MONTROSE,NA,NA,Montrose,1898,1905,FALSE,6,130134,TRUE,7,TRUE,CASHIN,MONTROSE,CO,185826,Mine,Cashin Mine,Montrose,38.31082,-108.9495,1625,NA,38.31082,-108.9495
VIVALIA,NA,VIVALIA,IN,PUTNAM,NA,NA,Putnam,1882,1905,TRUE,4,119726,TRUE,23,TRUE,VIVALIA,PUTNAM,IN,445314,Populated Place,Vivalia,Putnam,39.67754,-87.01223,244,1,39.67754,-87.01223
KREIS,NA,KREIS,TN,ROANE,NA,NA,Roane,1881,1903,TRUE,5,30930,TRUE,22,TRUE,KREIS,ROANE,TN,1310439,Populated Place,Kreis,Roane,35.9292429,-84.4407639,233,1,35.9292429,-84.4407639
BETSADA,NA,BETSADA,TX,MATAGORDA,NA,NA,Matagorda,1895,1896,TRUE,7,127097,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CROPLEY,NA,CROPLEY,MD,MONTGOMERY,NA,NA,Montgomery,1888,1926,TRUE,3,76832,TRUE,38,TRUE,CROPLEY,MONTGOMERY,MD,583978,Populated Place,Cropley,Montgomery,38.98011,-77.21998,46,1,38.98011,-77.21998
WEST'S MILL,WESTS MILL,WEST'S MILL,NC,MACON,NA,NA,Macon,1875,1954,TRUE,1,121544,TRUE,79,TRUE,WESTS MILL,MACON,NC,1024908,Post Office,Wests Mill Post Office,Macon,35.26287,-83.40932,602,1,35.26287,-83.40932
MOULTRIE,NA,MOULTRIE,FL,ST. JOHNS,NA,NA,St Johns,1882,1947,TRUE,1,38721,TRUE,65,TRUE,MOULTRIE,ST. JOHNS,FL,308041,Populated Place,Moultrie,St. Johns,29.8202475,-81.3225716,10,1,29.8202475,-81.3225716
SIX MILE GROVE,NA,SIX MILE GROVE,MN,CHIPPEWA,NA,NA,Chippewa,1867,1866,TRUE,8,113709,FALSE,-1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WATERLOO,NA,WATERLOO,VA,CULPEPER,NA,NA,Culpeper,1851,1939,FALSE,2,120583,FALSE,88,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAP,NA,GAP,WV,MASON,NA,NA,Mason,1907,1918,TRUE,4,84331,FALSE,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUMBER THREE,NA,NUMBER THREE,ME,AROOSTOOK,NA,NA,Aroostook,1839,1864,TRUE,5,41797,TRUE,25,TRUE,NUMBER THREE,AROOSTOOK,ME,1910628,Post Office,Number Three Post Office,Aroostook,45.8720796,-68.3856891,143,1,45.8720796,-68.3856891
YANKTON,NA,YANKTON,KS,HARPER,NA,NA,Harper,1883,1884,TRUE,8,165826,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROWNS MILLS,NA,BROWNS MILLS,IA,DAVIS,NA,NA,Davis,1868,1872,TRUE,7,71087,TRUE,4,TRUE,BROWNS MILLS,DAVIS,IA,1976025,Post Office,Browns Mills Post Office (historical),Davis,40.8791844,-92.4585194,212,1,40.8791844,-92.4585194
OAKLEY,NA,OAKLEY,TN,OVERTON,NA,NA,Overton,1844,1943,FALSE,2,42082,TRUE,99,TRUE,OAKLEY,OVERTON,TN,1296193,Populated Place,Oakley,Overton,36.507841,-85.3105185,319,1,36.507841,-85.3105185
MONROE,NA,MONROE,IL,MERCER,NA,NA,Mercer,1856,1858,TRUE,8,99941,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OLMSTED,NA,OLMSTED,PA,PERRY,NA,NA,Perry,1900,1904,TRUE,6,42614,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MATTOLE,NA,MATTOLE,CA,HUMBOLDT,NA,NA,Humboldt,1863,1865,TRUE,8,147928,TRUE,2,TRUE,MATTOLE,HUMBOLDT,CA,1659378,Populated Place,Mattole,Humboldt,40.32541,-124.287,37,1,40.32541,-124.287
ELI,NA,ELI,KS,PHILLIPS,NA,NA,Phillips,1901,1901,TRUE,7,135555,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEMOCRAT,NA,DEMOCRAT,VA,LEE,NA,NA,Lee,1894,1904,TRUE,5,78169,FALSE,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WRIGHT,NA,WRIGHT,OK,MCCURTAIN,NA,NA,McCurtain,1918,1920,TRUE,4,165710,TRUE,2,TRUE,WRIGHT,MCCURTAIN,OK,1100022,Populated Place,Wright,McCurtain,34.06011,-95.00328,121,1,34.06011,-95.00328
EAST AVON,NA,EAST AVON,NY,LIVINGSTON,NA,NA,Livingston,1827,1915,TRUE,2,16667,TRUE,88,TRUE,EAST AVON,LIVINGSTON,NY,948968,Populated Place,East Avon,Livingston,42.9092297,-77.7063904,250,1,42.9092297,-77.7063904
VIBORAS,NA,VIBORAS,TX,STARR,NA,NA,Starr,1909,1980,TRUE,1,163334,TRUE,71,TRUE,VIBORAS,STARR,TX,1379212,Populated Place,Viboras,Starr,26.71728,-98.82725,125,1,26.71728,-98.82725
VAN,NA,VAN,WV,BOONE,NA,NA,Boone,1883,NA,FALSE,0,119102,TRUE,NA,TRUE,VAN,BOONE,WV,1741820,Post Office,Van Post Office,Boone,37.96813,-81.71448,247,1,37.96813,-81.71448
NEALY,NA,NEALY,KY,KNOTT,NA,NA,Knott,1909,1915,TRUE,4,101529,TRUE,6,TRUE,NEALY,KNOTT,KY,2337620,Post Office,Nealy Post Office (historical),Knott,37.27329,-82.86819,344,1,37.27329,-82.86819
ALVERDE,NA,ALVERDE,TX,LAMPASAS,NA,NA,Lampasas,1906,1907,TRUE,6,124703,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MERRITTVILLE,NA,MERRITTVILLE,WI,MARQUETTE,NA,NA,Marquette,1894,1899,TRUE,6,98853,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUDEMANN,NA,LUDEMANN,MN,WRIGHT,NA,NA,Wright,1889,1902,TRUE,5,96299,FALSE,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AYDEN,NA,AYDEN,FL,HARDEE,NA,NA,Hardee,1911,1912,TRUE,5,2463,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNOUSKI,NA,YNOUSKI,MI,KALAMAZOO,NA,NA,Kalamazoo,1844,1854,TRUE,8,123515,FALSE,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUMESTON,NA,HUMESTON,IA,WAYNE,NA,NA,Wayne,1873,NA,TRUE,0,90193,TRUE,NA,TRUE,HUMESTON,WAYNE,IA,1970510,Post Office,Humeston Post Office,Wayne,40.85908,-93.49879,338,1,40.85908,-93.49879
TYROL,NA,TYROL,MN,STEARNS,NA,NA,Stearns,1883,1900,TRUE,6,118588,FALSE,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUEY,NA,HUEY,GA,HARALSON,NA,NA,Haralson,1898,1898,FALSE,7,27826,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALOMA,NA,PALOMA,SC,GREENVILLE,NA,NA,Greenville,1850,1856,TRUE,8,43650,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRAZER,NA,FRAZER,PA,CHESTER,NA,NA,Chester,1830,1938,TRUE,2,21182,TRUE,108,TRUE,FRAZER,CHESTER,PA,2773141,Post Office,Frazer Post Office,Chester,40.0357776,-75.5648556,128,1,40.0357776,-75.5648556
REEVE,NA,REEVE,IA,FRANKLIN,NA,NA,Franklin,1890,1901,FALSE,5,108991,TRUE,11,TRUE,REEVE,FRANKLIN,IA,1944686,Post Office,Reeve Post Office (historical),Franklin,42.68747,-93.2327,362,1,42.68747,-93.2327
ROBINSON SPRINGS,NA,ROBINSON SPRINGS,MS,MADISON,NA,NA,Madison,1891,1909,TRUE,4,49081,TRUE,18,TRUE,ROBINSON SPRINGS,MADISON,MS,686123,Populated Place,Robinson Springs,Madison,32.4973634,-90.2334221,99,1,32.4973634,-90.2334221
WADES BRANCH,NA,WADES BRANCH,KS,MIAMI,NA,NA,Miami,1874,1880,TRUE,7,163653,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ONAVA,NA,ONAVA,NM,SAN MIGUEL,NA,NA,San Miguel,1902,1924,FALSE,3,151940,TRUE,22,TRUE,ONAVA,SAN MIGUEL,NM,938236,Post Office,Onava Post Office (historical),San Miguel,35.69671,-105.0944,2058,1,35.69671,-105.0944
NORTH HAVERHILL,NA,NORTH HAVERHILL,NH,GRAFTON,NA,NA,Grafton,1826,NA,TRUE,0,41257,TRUE,NA,TRUE,NORTH HAVERHILL,GRAFTON,NH,1916717,Post Office,North Haverhill Post Office,Grafton,44.089183,-72.025912,149,1,44.089183,-72.025912
PEARL HARBOR,NA,PEARL HARBOR (2),HI,HONOLULU,NA,NA,OAHU,1936,1945,TRUE,1,153166,TRUE,9,TRUE,PEARL HARBOR,HONOLULU,HI,363234,School,Pearl Harbor Elementary School,Honolulu,21.34917,-157.9331,10,1,21.34917,-157.9331
BUCKINGHAM,NA,BUCKINGHAM,KY,FLOYD,NA,NA,Floyd,1946,1984,TRUE,1,71396,TRUE,38,TRUE,BUCKINGHAM,FLOYD,KY,2097691,Post Office,Buckingham Post Office,Floyd,37.3649407,-82.7317161,275,1,37.3649407,-82.7317161
HOFFMAN,NA,HOFFMAN,PA,LEHIGH,NA,NA,Lehigh,1891,1916,TRUE,3,26925,TRUE,25,TRUE,HOFFMAN,LEHIGH,PA,1175241,Populated Place,Hoffman,Lehigh,40.7345397,-75.6160198,192,1,40.7345397,-75.6160198
ROBINSON'S LAKE,ROBINSONS LAKE,ROBINSON'S LAKE,PA,SULLIVAN,NA,NA,Sullivan,1855,1860,TRUE,8,49084,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALTON,NA,ALTON,WA,KLICKITAT,NA,NA,Klickitat,1900,1902,TRUE,6,124671,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOGGANSVILLE,NA,GOGGANSVILLE,GA,LAMAR,NA,NA,Lamar,1875,1927,TRUE,2,22917,TRUE,52,TRUE,GOGGANSVILLE,LAMAR,GA,356042,Populated Place,Goggansville,Lamar,33.0759598,-84.0918588,241,1,33.0759598,-84.0918588
SKINNERS EDDY,SKINNER'S EDDY,SKINNER(')S EDDY,PA,WYOMING,NA,NA,Wyoming,1830,1951,TRUE,1,53086,TRUE,121,TRUE,SKINNERS EDDY,WYOMING,PA,1187760,Populated Place,Skinners Eddy,Wyoming,41.6414645,-76.146596,200,1,41.6414645,-76.146596
TAYLORS DEPOT,NA,TAYLORS DEPOT,MS,LAFAYETTE,NA,NA,Lafayette,1859,1879,TRUE,5,56838,TRUE,20,TRUE,TAYLORS DEPOT,LAFAYETTE,MS,678581,Populated Place,Taylors Depot,Lafayette,34.2723303,-89.5886948,101,1,34.2723303,-89.5886948
LOWNEY,NA,LOWNEY,WV,MINGO,NA,NA,Mingo,1918,1934,FALSE,2,96202,TRUE,16,TRUE,LOWNEY,MINGO,WV,1549801,Populated Place,Lowney,Mingo,37.93704,-82.27514,240,1,37.93704,-82.27514
DUBOURG'S,DUBOURGS,DUBOURG'S,LA,ST. JOHN THE BAPTIST,NA,NA,Saint John the Baptist,1815,1828,FALSE,6,16112,FALSE,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORE BANK,NA,ORE BANK,TN,SULLIVAN,NA,NA,Sullivan,1891,1903,TRUE,5,42889,TRUE,12,TRUE,ORE BANK,SULLIVAN,TN,1296482,Populated Place,Ore Bank,Sullivan,36.5556575,-82.4679253,425,1,36.5556575,-82.4679253
BYRON,NA,BYRON,WI,FOND DU LAC,NA,NA,Fond du Lac,1846,1974,TRUE,1,72052,TRUE,128,TRUE,BYRON,FOND DU LAC,WI,1562496,Populated Place,Byron,Fond du Lac,43.65221,-88.45094,324,1,43.65221,-88.45094
RABUN,NA,RABUN,AL,BALDWIN,NA,NA,Baldwin,1916,1959,TRUE,1,47343,TRUE,43,TRUE,RABUN,BALDWIN,AL,125397,Populated Place,Rabun,Baldwin,31.0268474,-87.7249908,79,1,31.0268474,-87.7249908
RIPLEY,NA,RIPLEY,MS,TIPPAH,NA,NA,Tippah,1836,NA,TRUE,0,48791,TRUE,NA,TRUE,RIPLEY,TIPPAH,MS,2768592,Post Office,Ripley Post Office,Tippah,34.718755,-88.9545538,141,1,34.718755,-88.9545538
MOUNTAIN CREEK,NA,MOUNTAIN CREEK,GA,HARRIS,NA,NA,Harris,1830,1837,TRUE,7,39102,TRUE,7,TRUE,MOUNTAIN CREEK,HARRIS,GA,325224,Populated Place,Mountain Creek,Harris,32.8176303,-85.031325,220,1,32.8176303,-85.031325
ECLIPSE,NA,ECLIPSE,NE,HOOKER,NA,NA,Hooker,1905,1923,TRUE,3,135190,TRUE,18,TRUE,ECLIPSE,HOOKER,NE,829020,School,Eclipse School,Hooker,41.77444,-101.3666,1066,1,41.77444,-101.3666
MOXLEY,NA,MOXLEY,GA,JEFFERSON,NA,NA,Jefferson,1881,1914,TRUE,4,39215,TRUE,33,TRUE,MOXLEY,JEFFERSON,GA,319092,Populated Place,Moxley,Jefferson,32.9195985,-82.3912377,98,1,32.9195985,-82.3912377
WIESS' BLUFF,WIESS BLUFF,WIESS' BLUFF,TX,JASPER,NA,NA,Jasper,1853,1908,TRUE,5,164976,FALSE,55,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHORT,NA,SHORT,MO,RIPLEY,NA,NA,Ripley,1898,1930,FALSE,2,52603,FALSE,32,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAINT GEORGE,NA,SAINT GEORGE,WV,TUCKER,NA,NA,Tucker,1857,1998,TRUE,1,111421,TRUE,141,TRUE,SAINT GEORGE,TUCKER,WV,1552767,Populated Place,Saint George,Tucker,39.16677,-79.70229,476,1,39.16677,-79.70229
NEWTON,NA,NEWTON,NE,SAUNDERS,NA,NA,Saunders,1872,1895,TRUE,6,150889,FALSE,23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELLA,NA,ELLA,KY,ADAIR,NA,NA,Adair,1904,1959,TRUE,1,80733,TRUE,55,TRUE,ELLA,ADAIR,KY,507925,Populated Place,Ella,Adair,37.15673,-85.13968,314,1,37.15673,-85.13968
BEAVER LAKE,NA,BEAVER LAKE,SD,MINNEHAHA,NA,NA,Minnehaha,1875,1877,TRUE,8,126544,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIRCH HARBOR,NA,BIRCH HARBOR,ME,HANCOCK,NA,NA,Hancock,1880,NA,TRUE,0,4977,TRUE,NA,TRUE,BIRCH HARBOR,HANCOCK,ME,1911412,Post Office,Birch Harbor Post Office,Hancock,44.3890019,-68.0402453,14,1,44.3890019,-68.0402453
HORSE CREEK,NA,HORSE CREEK,CA,SISKIYOU,NA,NA,Siskiyou,1907,NA,FALSE,0,142020,TRUE,NA,TRUE,HORSE CREEK,SISKIYOU,CA,1658780,Populated Place,Horse Creek,Siskiyou,41.82402,-122.997,492,1,41.82402,-122.997
NIANTIC,NA,NIANTIC,RI,WASHINGTON,NA,NA,Washington,1873,1911,TRUE,1,40643,TRUE,38,TRUE,NIANTIC,WASHINGTON,RI,1217668,Populated Place,Niantic,Washington,41.3989889,-71.7370107,11,1,41.3989889,-71.7370107
MARIETTA,NA,MARIETTA,PA,LANCASTER,NA,NA,Lancaster,1813,NA,TRUE,0,35359,TRUE,NA,TRUE,MARIETTA,LANCASTER,PA,2779587,Post Office,Marietta Post Office,Lancaster,40.0577566,-76.5522091,85,1,40.0577566,-76.5522091
FOREST,NA,FOREST,FL,LAFAYETTE,NA,NA,Lafayette,1880,1882,TRUE,6,20603,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOCKMAN,NA,LOCKMAN,IA,MONROE,NA,NA,Monroe,1909,1920,TRUE,3,95512,TRUE,11,TRUE,LOCKMAN,MONROE,IA,1970372,Post Office,Lockman Post Office (historical),Monroe,41.08334,-92.73936,233,1,41.08334,-92.73936
AILES,NA,AILES,PA,YORK,NA,NA,York,1888,1893,TRUE,6,412,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TABER,NA,TABER,ID,BINGHAM,NA,NA,Bingham,1913,1926,TRUE,4,161027,TRUE,13,TRUE,TABER,BINGHAM,ID,398212,Populated Place,Taber,Bingham,43.31797,-112.6889,1439,1,43.31797,-112.6889
MILES,NA,MILES,LA,WEST FELICIANA,NA,NA,West Feliciana,1882,1882,TRUE,9,37285,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STOCKTON,NA,STOCKTON,NY,CHAUTAUQUA,NA,NA,Chautauqua,1823,NA,FALSE,0,55431,TRUE,NA,TRUE,STOCKTON,CHAUTAUQUA,NY,2618143,Post Office,Stockton Post Office,Chautauqua,42.3162101,-79.355066,403,1,42.3162101,-79.355066
HUNTER,NA,HUNTER,NM,RIO ARRIBA,NA,NA,Rio Arriba,1893,1894,TRUE,8,142346,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RENO,NA,RENO,NC,WILKES,NA,NA,Wilkes,1902,1911,TRUE,4,109127,FALSE,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAMNESS,NA,CHAMNESS,IN,HENRY,NA,NA,Henry,1882,1895,FALSE,5,73694,FALSE,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MANSFIELD,NA,MANSFIELD,NY,CATTARAUGUS,NA,NA,Cattaraugus,1831,1849,TRUE,7,35114,TRUE,18,TRUE,MANSFIELD,CATTARAUGUS,NY,979193,Civil,Town of Mansfield,Cattaraugus,42.3029203,-78.761037,576,1,42.3029203,-78.761037
BRYANT,NA,BRYANT,MS,NEWTON,NA,NA,Newton,1892,1895,TRUE,7,7475,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KINDERTON,NA,KINDERTON,FL,LAKE,NA,NA,Lake,1892,1895,TRUE,6,30489,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REX,NA,REX,TX,SHELBY,NA,NA,Shelby,1900,1909,TRUE,4,155787,FALSE,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COVINGTON,NA,COVINGTON,AL,LAUDERDALE,NA,NA,Lauderdale,1875,1897,TRUE,6,13033,FALSE,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BACON,NA,BACON,MO,MONITEAU,NA,NA,Moniteau,1890,1907,TRUE,5,2529,TRUE,17,TRUE,BACON,MONITEAU,MO,740650,Populated Place,Bacon,Moniteau,38.7086422,-92.4535221,181,1,38.7086422,-92.4535221
HUNTERSVILLE,NA,HUNTERSVILLE,TN,RUTHERFORD,NA,NA,Rutherford,1870,1872,TRUE,8,28006,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELLIS'S STORE,ELLISS STORE,ELLIS'S STORE,VA,ORANGE,NA,NA,Orange,1819,1820,TRUE,9,80829,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPEELMAN,NA,SPEELMAN,PA,BEDFORD,NA,NA,Bedford,1887,1912,TRUE,3,54448,FALSE,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAPPAQUA,NA,CHAPPAQUA,NY,WESTCHESTER,NA,NA,Westchester,1850,NA,TRUE,0,10118,TRUE,NA,TRUE,CHAPPAQUA,WESTCHESTER,NY,2617857,Post Office,Chappaqua Post Office,Westchester,41.1612196,-73.7709106,100,1,41.1612196,-73.7709106
OKOLONA,NA,OKOLONA,TN,CARTER,NA,NA,Carter,1859,1900,FALSE,4,42423,TRUE,41,TRUE,OKOLONA,CARTER,TN,1329052,Populated Place,Okolona,Carter,36.2712186,-82.3187486,517,1,36.2712186,-82.3187486
