name,alt_name,orig_name,state,county1,county2,county3,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude
SAUBLE,NA,SAUBLE,GA,PUTNAM,NA,NA,Putman,1883,1883,TRUE,8,51184,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIMBLE,NA,KIMBLE,MO,TEXAS,NA,NA,Texas,1897,1967,TRUE,1,30444,TRUE,70,TRUE,KIMBLE,TEXAS,MO,720584,Populated Place,Kimble,Texas,37.5769876,-91.8412655,359,1,37.5769876,-91.8412655
SHAWSVILLE,NA,SHAWSVILLE (2),MD,HARFORD,NA,NA,Harford,1886,1903,TRUE,5,112961,TRUE,17,TRUE,SHAWSVILLE,HARFORD,MD,589764,Populated Place,Shawsville,Harford,39.62399,-76.55108,221,1,39.62399,-76.55108
PRICES,NA,PRICES,SC,PICKENS,NA,NA,Pickens,1875,1880,TRUE,7,46794,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEST BOOTHBAY HARBOR,NA,WEST BOOTHBAY HARBOR,ME,LINCOLN,NA,NA,Lincoln,1902,NA,TRUE,0,61238,TRUE,NA,TRUE,WEST BOOTHBAY HARBOR,LINCOLN,ME,1909977,Post Office,West Boothbay Harbor Post Office (historical),Lincoln,43.862582,-69.6450458,4,1,43.862582,-69.6450458
BUSHNELL,NA,BUSHNELL,NC,SWAIN,NA,NA,Swain,1886,1943,TRUE,2,71919,FALSE,57,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRYAN,NA,BRYAN,NM,GRANT,NA,NA,Grant,1912,1913,TRUE,6,128747,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HASLET,NA,HASLET,TX,TARRANT,NA,NA,Tarrant,1887,NA,TRUE,0,140708,TRUE,NA,TRUE,HASLET,TARRANT,TX,2731747,Post Office,Haslet Post Office,Tarrant,32.96115,-97.34872,222,1,32.96115,-97.34872
EDMISTON,NA,EDMISTON,WV,LEWIS,NA,NA,Lewis,1888,1905,TRUE,5,80267,FALSE,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REPUBLIC,NA,REPUBLIC,NC,YADKIN,NA,NA,Yadkin,1846,1904,FALSE,5,109160,FALSE,58,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROLAND,NA,ROLAND,SC,KERSHAW,NA,NA,Kershaw,1886,1904,TRUE,5,49467,FALSE,18,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARAK,NA,MARAK,KS,BROWN,NA,NA,Brown,1870,1882,TRUE,7,147565,FALSE,12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAIRVIEW,NA,FAIRVIEW,UT,SANPETE,NA,NA,Sanpete,1894,NA,TRUE,0,136605,TRUE,NA,TRUE,FAIRVIEW,SANPETE,UT,1455267,Post Office,Fairview Post Office,Sanpete,39.62831,-111.4404,1816,1,39.62831,-111.4404
RAMAH,NA,RAMAH,GA,WILKINSON,NA,NA,Wilkinson,1836,1843,TRUE,7,47461,TRUE,7,TRUE,RAMAH,WILKINSON,GA,346812,Cemetery,Ramah Cemetery,Wilkinson,32.8591974,-83.3410151,161,1,32.8591974,-83.3410151
LESTER,NA,LESTER,MI,BRANCH,NA,NA,Branch,1879,1903,TRUE,5,94637,TRUE,24,TRUE,LESTER,BRANCH,MI,2435371,Post Office,Lester Post Office (historical),Branch,41.83111,-84.93167,305,1,41.83111,-84.93167
WELLS,NA,WELLS (1),ME,YORK,NA,NA,York,1791,1799,TRUE,8,61036,TRUE,8,TRUE,WELLS,YORK,ME,1911253,Post Office,Wells Post Office,York,43.3313091,-70.5734305,18,1,43.3313091,-70.5734305
COW CREEK,NA,COW CREEK,FL,VOLUSIA,NA,NA,Volusia,1909,1913,TRUE,4,13046,TRUE,4,TRUE,COW CREEK,VOLUSIA,FL,294727,Populated Place,Cow Creek,Volusia,28.8374908,-81.0275582,6,1,28.8374908,-81.0275582
MERCURY,NA,MERCURY,AL,MADISON,NA,NA,Madison,1888,1908,TRUE,2,36855,TRUE,20,TRUE,MERCURY,MADISON,AL,122658,Populated Place,Mercury,Madison,34.7859237,-86.5361023,233,1,34.7859237,-86.5361023
SAWMILL,NA,SAWMILL,AZ,APACHE,NA,NA,Apache,1952,1964,TRUE,1,157912,TRUE,12,TRUE,SAWMILL,APACHE,AZ,44903,Post Office,Sawmill Post Office,Apache,35.90057,-109.1654,2342,1,35.90057,-109.1654
WARTBURG,NA,WARTBURG,IL,MONROE,NA,NA,Monroe,1881,1907,TRUE,4,120472,TRUE,26,TRUE,WARTBURG,MONROE,IL,420544,Populated Place,Wartburg,Monroe,38.29061,-90.19567,201,1,38.29061,-90.19567
LYNA,NA,LYNA,SC,FLORENCE,NA,NA,Florence,1894,1901,TRUE,5,34432,FALSE,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LACON,NA,LACON,IL,MARSHALL,NA,NA,Marshall,1837,NA,TRUE,0,93338,TRUE,NA,TRUE,LACON,MARSHALL,IL,2788606,Post Office,Lacon Post Office,Marshall,41.02607,-89.41107,145,1,41.02607,-89.41107
DICKSONTON,NA,DICKSONTON,OH,PERRY,NA,NA,Perry,1880,1908,TRUE,3,78507,TRUE,28,TRUE,DICKSONTON,PERRY,OH,2042160,Post Office,Dicksonton Post Office (historical),Perry,39.64868,-82.24848,259,1,39.64868,-82.24848
BANNER,NA,BANNER,WI,FOND DU LAC,NA,NA,Fond du Lac,1867,1904,TRUE,5,67041,TRUE,37,TRUE,BANNER,FOND DU LAC,WI,1577502,Populated Place,Banner,Fond du Lac,43.7730482,-88.209544,303,1,43.7730482,-88.209544
OLIVE,NA,OLIVE,NE,NANCE,NA,NA,Nance,1884,1904,TRUE,5,151836,TRUE,20,TRUE,OLIVE,NANCE,NE,831870,School,Olive School (historical),Nance,41.45918,-98.27312,576,1,41.45918,-98.27312
BAIRD,NA,BAIRD,AL,WASHINGTON,NA,NA,Washington,1899,1903,TRUE,6,2622,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAINT LOUIS,NA,SAINT LOUIS,FL,BRADFORD,NA,NA,Bradford,1858,1859,TRUE,8,50556,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TROUBLESOME,NA,TROUBLESOME,MO,LEWIS,NA,NA,Lewis,1852,1853,TRUE,9,58134,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMINENCE,NA,EMINENCE,KY,HENRY,NA,NA,Henry,1850,NA,TRUE,0,81110,TRUE,NA,TRUE,EMINENCE,HENRY,KY,2794325,Post Office,Eminence Post Office,Henry,38.37114,-85.18009,285,1,38.37114,-85.18009
ROSETTA,NA,ROSETTA,AR,JOHNSON,NA,NA,Johnson,1894,1937,FALSE,2,49718,TRUE,43,TRUE,ROSETTA,JOHNSON,AR,73382,Populated Place,Rosetta,Johnson,35.70897,-93.3446242,577,1,35.70897,-93.3446242
VERDIGRIS,NA,VERDIGRIS,OK,ROGERS,NA,NA,Rogers,1880,1954,TRUE,1,163232,TRUE,74,TRUE,VERDIGRIS,ROGERS,OK,1100909,Populated Place,Verdigris,Rogers,36.23482,-95.69109,186,1,36.23482,-95.69109
SEQUIM,NA,SEQUIM,WA,CLALLAM,NA,NA,Clallam,1907,NA,TRUE,0,158318,TRUE,NA,TRUE,SEQUIM,CLALLAM,WA,2607021,Post Office,Sequim Post Office,Clallam,48.07856,-123.0995,54,1,48.07856,-123.0995
CLOVERVILLE,NA,CLOVERVILLE,IL,SHELBY,NA,NA,Shelby,1889,1890,TRUE,7,75006,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUN VIEW,NA,SUN VIEW,CO,EL PASO,NA,NA,El Paso,1877,1896,FALSE,7,160692,FALSE,19,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARRIMAN,NA,HARRIMAN,ID,LINCOLN,NA,NA,Lincoln,1909,1912,TRUE,6,140562,FALSE,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BULLARDS,NA,BULLARDS,OR,COOS,NA,NA,Coos,1897,1955,TRUE,2,128934,TRUE,58,TRUE,BULLARDS,COOS,OR,1164980,Post Office,Bullards Post Office (historical),Coos,43.14983,-124.3957,7,1,43.14983,-124.3957
LITHIA,NA,LITHIA,NC,POLK,NA,NA,Polk,1893,1894,TRUE,7,95246,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GILLSBURG,GILLSBURGH,GILLSBURG(H),MS,AMITE,NA,NA,Amite,1879,1915,TRUE,3,22448,TRUE,36,TRUE,GILLSBURG,AMITE,MS,690914,Populated Place,Gillsburg,Amite,31.0251781,-90.6559323,91,1,31.0251781,-90.6559323
SWAMP BRANCH,NA,SWAMP BRANCH,KY,JOHNSON,NA,NA,Johnson,1923,NA,TRUE,0,116393,TRUE,NA,TRUE,SWAMP BRANCH,JOHNSON,KY,509169,Populated Place,Swamp Branch,Johnson,37.73593,-82.89489,222,1,37.73593,-82.89489
GRUBB'S FERRY,GRUBBS FERRY,GRUBB'S FERRY,KY,CALDWELL,NA,NA,Caldwell,1826,1828,TRUE,8,86668,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUITT,NA,TRUITT,MS,MADISON,NA,NA,Madison,1903,1908,TRUE,6,58202,TRUE,5,TRUE,TRUITT,MADISON,MS,692277,Populated Place,Truitt,Madison,32.8070777,-89.9089716,104,1,32.8070777,-89.9089716
MELNICK,NA,MELNICK,WI,LANGLADE,NA,NA,Langlade,1881,1886,TRUE,7,98642,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIGNAL,NA,SIGNAL,MO,PHELPS,NA,NA,Phelps,1903,1905,TRUE,6,52754,TRUE,2,TRUE,SIGNAL,PHELPS,MO,740042,Populated Place,Signal (historical),Phelps,38.0311526,-91.8154385,275,1,38.0311526,-91.8154385
CENTERDALE,NA,CENTERDALE,RI,PROVIDENCE,NA,NA,Providence,1849,1930,TRUE,1,9759,TRUE,81,TRUE,CENTERDALE,PROVIDENCE,RI,1903260,Post Office,Centerdale Post Office,Providence,41.8573174,-71.4855913,32,1,41.8573174,-71.4855913
RONDO,NA,RONDO,MI,CHEBOYGAN,NA,NA,Cheboygan,1882,1917,TRUE,2,110492,TRUE,35,TRUE,RONDO,CHEBOYGAN,MI,2369395,Post Office,Rondo Post Office (historical),Cheboygan,45.31667,-84.62444,224,1,45.31667,-84.62444
FORT OGLETHORPE,NA,FORT OGLETHORPE,GA,WALKER,NA,NA,Walker,1917,1917,TRUE,5,20835,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROSENEATH,NA,ROSENEATH,MS,YAZOO,NA,NA,Yazoo,1880,1913,TRUE,4,49702,FALSE,33,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUSSELL,NA,RUSSELL,OK,GREER,NA,NA,Greer,1934,1955,TRUE,1,157018,TRUE,21,TRUE,RUSSELL,GREER,OK,1100803,Populated Place,Russell,Greer,34.76812,-99.66732,469,1,34.76812,-99.66732
RYE,NA,RYE,MO,ADAIR,NA,NA,Adair,1882,1884,TRUE,6,50275,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAMPTON,NA,HAMPTON,TN,CARTER,NA,NA,Carter,1838,NA,FALSE,0,24848,TRUE,NA,TRUE,HAMPTON,CARTER,TN,1649150,Post Office,Hampton Post Office,Carter,36.2861704,-82.1653133,550,1,36.2861704,-82.1653133
GLENDALE,NA,GLENDALE,MT,BEAVERHEAD,NA,NA,Beaverhead,1875,1900,FALSE,5,138910,TRUE,25,TRUE,GLENDALE,BEAVERHEAD,MT,1797239,Post Office,Glendale Post Office (historical),Beaverhead,45.64187,-112.7731,1716,1,45.64187,-112.7731
WATSON,NA,WATSON,MT,MEAGHER,NA,NA,Meagher,1900,1948,TRUE,2,164190,TRUE,48,TRUE,WATSON,MEAGHER,MT,1762721,Post Office,Watson Post Office (historical),Meagher,46.66911,-111.3691,1606,1,46.66911,-111.3691
MORLEY,NA,MORLEY,IA,JONES,NA,NA,Jones,1886,NA,TRUE,0,100334,TRUE,NA,TRUE,MORLEY,JONES,IA,2001867,Post Office,Morley Post Office (historical),Jones,42.00612,-91.24627,243,1,42.00612,-91.24627
LEWIS,NA,LEWIS,WV,BOONE,NA,NA,Boone,1892,1898,TRUE,6,94710,FALSE,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIKE,NA,MIKE,GA,QUITMAN,NA,NA,Quitman,1897,1901,TRUE,6,37248,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COPAL GROVE,NA,COPAL GROVE,NC,STANLY,NA,NA,Stanly,1874,1905,TRUE,5,75934,TRUE,31,TRUE,CAPAL GROVE,STANLY,NC,1001941,Locale,Capal Grove (historical),Stanly,35.40542,-80.30812,200,0.9090909,35.40542,-80.30812
SIFTON,NA,SIFTON,MT,JUDITH BASIN,NA,NA,Judith Basin,1888,1890,TRUE,7,158831,TRUE,2,TRUE,SIFTON,JUDITH BASIN,MT,1750597,Post Office,Sifton Post Office (historical),Judith Basin,47.09997,-110.1813,1335,1,47.09997,-110.1813
SHERIDAN,NA,SHERIDAN,LA,WASHINGTON,NA,NA,Washington,1899,1914,TRUE,4,52365,TRUE,15,TRUE,SHERIDAN,WASHINGTON,LA,556022,Populated Place,Sheridan,Washington,30.8685178,-90.0031367,68,1,30.8685178,-90.0031367
ANGLETON,NA,ANGLETON,IN,KOSCIUSKO,NA,NA,Kosciusko,1889,1901,TRUE,4,65565,FALSE,12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CENTRE,NA,CENTRE,AR,PRAIRIE,NA,NA,Prairie,1858,1860,TRUE,9,9823,TRUE,2,TRUE,CENTRE,PRAIRIE,AR,69003,Civil,Centre Township,Prairie,34.8446417,-91.6437678,69,1,34.8446417,-91.6437678
SEASIDE HOUSE,NA,SEASIDE HOUSE,OR,CLATSOP,NA,NA,Clatsop,1873,1882,TRUE,7,158151,TRUE,9,TRUE,SEASIDE HOUSE,CLATSOP,OR,1164669,Post Office,Seaside House Post Office (historical),Clatsop,45.979,-123.9282,3,1,45.979,-123.9282
HOLLAND,NA,HOLLAND,OK,BEAVER,NA,NA,Beaver,1904,1913,TRUE,4,141727,FALSE,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOKENA,NA,MOKENA,IL,WILL,NA,NA,Will,1853,NA,TRUE,0,99844,TRUE,NA,TRUE,MOKENA,WILL,IL,2756677,Post Office,Mokena Post Office,Will,41.52698,-87.88959,215,1,41.52698,-87.88959
KIRKWOOD,NA,KIRKWOOD,AR,CHICOT,NA,NA,Chicot,1888,1888,TRUE,8,30673,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZINGARA,NA,ZINGARA,GA,ROCKDALE,NA,NA,Rockdale,1899,1902,TRUE,6,64239,TRUE,3,TRUE,ZINGARA,ROCKDALE,GA,333495,Populated Place,Zingara,Rockdale,33.7478872,-83.9740776,284,1,33.7478872,-83.9740776
DUNDEE,NA,DUNDEE,CA,LOS ANGELES,NA,NA,Los Angeles,1887,1909,TRUE,4,134822,FALSE,22,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROCKWOOD,NA,ROCKWOOD,MI,WAYNE,NA,NA,Wayne,1872,NA,TRUE,0,110267,TRUE,NA,TRUE,ROCKWOOD,WAYNE,MI,2651339,Post Office,Rockwood Post Office,Wayne,42.06719,-83.24869,179,1,42.06719,-83.24869
COTOOSA,NA,COTOOSA,GA,CATOOSA,NA,NA,Catoosa,1850,1853,TRUE,8,12831,TRUE,3,TRUE,CATOOSA,CATOOSA,GA,332133,Populated Place,Catoosa,Catoosa,34.9181325,-85.0418927,270,0.857142857142857,34.9181325,-85.0418927
NEW ERA,NA,NEW ERA,PA,BRADFORD,NA,NA,Bradford,1857,1904,TRUE,4,40132,TRUE,47,TRUE,NEW ERA,BRADFORD,PA,1204275,Populated Place,New Era,Bradford,41.6270197,-76.3499382,331,1,41.6270197,-76.3499382
DEWEY,NA,DEWEY,WA,SKAGIT,NA,NA,Skagit,1898,1918,TRUE,3,134066,TRUE,20,TRUE,DEWEY,SKAGIT,WA,1512147,Populated Place,Dewey,Skagit,48.4251,-122.6085,14,1,48.4251,-122.6085
LA HARPE,NA,LA HARPE,KS,ALLEN,NA,NA,Allen,1881,NA,TRUE,0,144694,TRUE,NA,TRUE,LA HARPE,ALLEN,KS,2693809,Post Office,La Harpe Post Office,Allen,37.91443,-95.29939,317,1,37.91443,-95.29939
LOCUST PLAIN,NA,LOCUST PLAIN,TN,KNOX,NA,NA,Knox,1854,1854,TRUE,9,33428,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLAKESLEE,NA,BLAKESLEE,OH,WILLIAMS,NA,NA,Williams,1880,NA,TRUE,0,69313,TRUE,NA,TRUE,BLAKESLEE,WILLIAMS,OH,2796326,Post Office,Blakeslee Post Office,Williams,41.5258786,-84.7306394,267,1,41.5258786,-84.7306394
COLLEY,NA,COLLEY,VA,DINWIDDIE,NA,NA,Dinwiddie,1883,1956,TRUE,1,75411,FALSE,73,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RANDOLPH,NA,RANDOLPH,ME,KENNEBEC,NA,NA,Kennebec,1887,1902,TRUE,5,47525,TRUE,15,TRUE,RANDOLPH,KENNEBEC,ME,574035,Populated Place,Randolph,Kennebec,44.2303476,-69.7667108,6,1,44.2303476,-69.7667108
BUFFALO,CREEK,BUFFALO (CREEK),NC,CLEVELAND,NA,NA,Cleveland,1807,1845,TRUE,6,71508,TRUE,38,TRUE,BUFFALO,CLEVELAND,NC,1022821,Populated Place,Buffalo,Cleveland,35.3270754,-81.4711995,231,1,35.3270754,-81.4711995
JOYFIELD,NA,JOYFIELD,MI,LEELANAU,NA,NA,Leelanau,1864,1869,TRUE,6,91905,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YONKERS,NA,YONKERS,OK,WAGONER,NA,NA,Wagoner,1924,1953,TRUE,1,165920,TRUE,29,TRUE,YONKERS,WAGONER,OK,1100955,Populated Place,Yonkers,Wagoner,36.05288,-95.2608,182,1,36.05288,-95.2608
GRANGERVILLE,NA,GRANGERVILLE,NY,SARATOGA,NA,NA,Saratoga,1834,1903,FALSE,3,23429,TRUE,69,TRUE,GRANGERVILLE,SARATOGA,NY,951499,Populated Place,Grangerville,Saratoga,43.1059084,-73.6212279,62,1,43.1059084,-73.6212279
BOREL,NA,BOREL,CA,KERN,NA,NA,Kern,1904,1908,TRUE,5,127995,FALSE,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PENNSYLVANIA,NA,PENNSYLVANIA,IL,ROCK ISLAND,NA,NA,Rock Island,1853,1867,TRUE,5,105747,FALSE,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEIRSEY,NA,KEIRSEY,OK,BRYAN,NA,NA,Bryan,1904,1920,TRUE,3,143842,FALSE,16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARGO,NA,LARGO,NM,SAN JUAN,NA,NA,San Juan,1883,1927,TRUE,3,145228,FALSE,44,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAKE JOVITA,NA,LAKE JOVITA,FL,PASCO,NA,NA,Pasco,1926,1931,TRUE,1,31267,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARDEN VALLEY,NA,GARDEN VALLEY,ID,BOISE,NA,NA,Boise,1875,NA,FALSE,0,138282,TRUE,NA,TRUE,GARDEN VALLEY,BOISE,ID,394044,Post Office,Garden Valley Post Office,Boise,44.10425,-115.9738,939,1,44.10425,-115.9738
BOYLE,NA,BOYLE,ID,LEMHI,NA,NA,Lemhi,1914,1916,TRUE,6,128181,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLEDD,NA,SLEDD,MO,PIKE,NA,NA,Pike,1891,1901,TRUE,5,53164,TRUE,10,TRUE,SLEDD,PIKE,MO,759560,Post Office,Sledd Post Office (historical),Pike,39.2314359,-90.8906867,153,1,39.2314359,-90.8906867
BENDER,NA,BENDER,GA,LAURENS,NA,NA,Laurens,1891,1905,TRUE,5,4233,TRUE,14,TRUE,BENDER,LAURENS,GA,346490,Populated Place,Bender (historical),Laurens,32.5501628,-83.1212631,108,1,32.5501628,-83.1212631
JUNO,NA,JUNO,AR,UNION,NA,NA,Union,1894,1918,TRUE,4,29812,FALSE,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEL MONTE,NA,DEL MONTE,AR,PULASKI,NA,NA,Pulaski,1892,1894,TRUE,7,14786,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COLUMBIA,NA,COLUMBIA,NJ,WARREN,NA,NA,Warren,1818,NA,FALSE,0,12047,TRUE,NA,TRUE,COLUMBIA,WARREN,NJ,2802363,Post Office,Columbia Post Office,Warren,40.9262197,-75.0939209,94,1,40.9262197,-75.0939209
DOLSENTOWN,NA,DOLSENTOWN,NY,ORANGE,NA,NA,Orange,1832,1844,TRUE,6,15573,FALSE,12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BERGDORF,NA,BERGDORF,SD,MCPHERSON,NA,NA,McPherson,1913,1915,TRUE,6,126941,TRUE,2,TRUE,BERGDORF,MCPHERSON,SD,1256277,Cemetery,Bergdorf Cemetery,McPherson,45.85724,-99.30529,598,1,45.85724,-99.30529
CENTREVILLE,NA,CENTREVILLE,VA,FAIRFAX,NA,NA,Fairfax,1797,NA,FALSE,1,73597,TRUE,NA,TRUE,CENTREVILLE,FAIRFAX,VA,2459355,Post Office,Centreville Post Office,Fairfax,38.83968,-77.43382,97,1,38.83968,-77.43382
GOODHUE,NA,GOODHUE,MN,GOODHUE,NA,NA,Goodhue,1882,NA,TRUE,0,85520,TRUE,NA,TRUE,GOODHUE,GOODHUE,MN,2064954,Post Office,Goodhue Post Office,Goodhue,44.40125,-92.623,341,1,44.40125,-92.623
RIVERSIDE,NA,RIVERSIDE,KS,NESS,NA,NA,Ness,1879,1920,TRUE,3,156145,TRUE,41,TRUE,RIVERSIDE,NESS,KS,484744,Populated Place,Riverside,Ness,38.29085,-99.78735,668,1,38.29085,-99.78735
MOORES VINEYARD,NA,MOORES VINEYARD,IN,BARTHOLOMEW,NA,NA,Bartholomew,1850,1893,TRUE,4,100202,TRUE,43,TRUE,MOORES VINEYARD,BARTHOLOMEW,IN,440282,Populated Place,Moores Vineyard,Bartholomew,39.132,-86.00777,199,1,39.132,-86.00777
UMSTEAD,NA,UMSTEAD,TN,BENTON,NA,NA,Benton,1893,1894,TRUE,6,58686,FALSE,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RESERVE,NA,RESERVE,MI,ST. JOSEPH,NA,NA,Saint Joseph,1850,1854,TRUE,9,109178,TRUE,4,TRUE,RESERVE,ST. JOSEPH,MI,1624856,School,Reserve School,St. Joseph,42.02005,-85.39165,262,1,42.02005,-85.39165
WELD'S LANDING,WELDS LANDING,WELD'S LANDING,IA,DUBUQUE,NA,NA,Dubuque,1850,1859,TRUE,8,121017,FALSE,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WALKER,NA,WALKER (2),LA,LIVINGSTON,NA,NA,Livingston,1890,NA,FALSE,0,60022,TRUE,NA,TRUE,WALKER,LIVINGSTON,LA,1630056,Post Office,Walker Post Office,Livingston,30.4882673,-90.866066,14,1,30.4882673,-90.866066
SHORT MOUNTAIN,NA,SHORT MOUNTAIN,AR,FRANKLIN,NA,NA,Franklin,1843,1860,FALSE,7,52615,FALSE,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PENWELL,NA,PENWELL,TX,ECTOR,NA,NA,Ector,1930,NA,TRUE,0,153337,TRUE,NA,TRUE,PENWELL,ECTOR,TX,2732147,Post Office,Penwell Post Office,Ector,31.73539,-102.5897,893,1,31.73539,-102.5897
WISEBURN,NA,WISEBURN,CA,LOS ANGELES,NA,NA,Los Angeles,1891,1906,FALSE,5,165433,TRUE,15,TRUE,WISEBURN,LOS ANGELES,CA,1660876,Populated Place,Wiseburn,Los Angeles,33.92224,-118.3787,30,1,33.92224,-118.3787
BERLIN,NA,BERLIN,MO,LAFAYETTE,NA,NA,Lafayette,1857,1859,TRUE,8,4429,FALSE,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MATSON,NA,MATSON,NE,PLATTE,NA,NA,Platte,1882,1887,TRUE,7,147915,FALSE,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RED CREEK,NA,RED CREEK,KS,BARBER,NA,NA,Barber,1875,1883,TRUE,7,155463,FALSE,8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STONY ISLAND,NA,STONY ISLAND,NY,JEFFERSON,NA,NA,Jefferson,1876,1876,TRUE,9,55540,FALSE,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JESTER,NA,JESTER,GA,STEWART,NA,NA,Stewart,1890,1901,FALSE,5,29380,FALSE,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROCHELLE PARK,NA,ROCHELLE PARK,NJ,BERGEN,NA,NA,Bergen,1873,NA,TRUE,0,49108,TRUE,NA,TRUE,ROCHELLE PARK,BERGEN,NJ,2802292,Post Office,Rochelle Park Post Office,Bergen,40.9032548,-74.0785431,14,1,40.9032548,-74.0785431
MONTROSE,NA,MONTROSE,AR,SEBASTIAN,NA,NA,Sebastian,1876,1883,TRUE,7,38252,FALSE,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROCKDALE,NA,ROCKDALE,TX,MILAM,NA,NA,Milam,1873,NA,TRUE,0,156355,TRUE,NA,TRUE,ROCKDALE,MILAM,TX,2732321,Post Office,Rockdale Post Office,Milam,30.656860000000002,-97.0005,145,1,30.656860000000002,-97.0005
DAVISTOWN,NA,DAVISTOWN,PA,GREENE,NA,NA,Greene,1849,1978,TRUE,1,14448,TRUE,129,TRUE,DAVISTOWN,GREENE,PA,1172995,Populated Place,Davistown,Greene,39.7686893,-80.0239504,285,1,39.7686893,-80.0239504
