name,orig_name,state,county1,orig_county,established,discontinued,continuous,id,coordinates,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,year_label,end_label
BOONEVILLE,BOONEVILLE,IN,WARRICK,Warrick,1820,NA,TRUE,69942,TRUE,TRUE,BOONEVILLE,WARRICK,IN,431342,Populated Place,Booneville,Warrick,38.0492132,-87.2741723,129,1,38.0492132,-87.2741723,1770-1820,for business
GENEVA,GENEVA,IN,JENNINGS,Jennings,1820,1834,TRUE,84626,TRUE,TRUE,GENEVA,JENNINGS,IN,453323,Civil,Township of Geneva,Jennings,39.07939,-85.72408,204,NA,39.07939,-85.72408,1770-1820,1821-1870
MCDONALDS,MCDONALDS,OH,MUSKINGUM,Muskingum,1820,1828,TRUE,98201,TRUE,TRUE,MCDONALDS,MUSKINGUM,OH,2039686,Post Office,McDonalds Post Office,Muskingum,39.98525,-81.7927,296,1,39.98525,-81.7927,1770-1820,1821-1870
WESTON,WESTON,WV,LEWIS,Lewis,1820,NA,TRUE,121519,TRUE,TRUE,WESTON,LEWIS,WV,1728715,Post Office,Weston Post Office,Lewis,39.03683,-80.46735,312,1,39.03683,-80.46735,1770-1820,for business
ANDERSON,ANDERSON,NJ,WARREN,Warren,1821,1905,FALSE,1229,TRUE,TRUE,ANDERSON,WARREN,NJ,874341,Populated Place,Anderson,Warren,40.770655,-74.919058,141,1,40.770655,-74.919058,1821-1870,1871-1920
CICERO,CICERO,NY,ONONDAGA,Onondaga,1821,1990,TRUE,10870,TRUE,TRUE,CICERO,ONONDAGA,NY,946694,Populated Place,Cicero,Onondaga,43.1756235,-76.1193678,120,1,43.1756235,-76.1193678,1821-1870,1921-2000
GLADDEN'S GROVE,GLADDEN'S GROVE,SC,FAIRFIELD,Fairfield,1821,1866,TRUE,22535,TRUE,TRUE,GLADDEN GROVE,FAIRFIELD,SC,1237021,Populated Place,Gladden Grove (historical),Fairfield,34.5004206,-81.0123073,106,0.866666667,34.5004206,-81.0123073,1821-1870,1821-1870
RODMAN,RODMAN,NY,JEFFERSON,Jefferson,1821,NA,TRUE,49404,TRUE,TRUE,RODMAN,JEFFERSON,NY,2795835,Post Office,Rodman Post Office,Jefferson,43.8494721,-75.9411804,222,1,43.8494721,-75.9411804,1821-1870,for business
HILLIARDSTON,HILLIARDSTON,NC,NASH,Nash,1821,1903,FALSE,88981,TRUE,TRUE,HILLIARDSTON,NASH,NC,1020779,Populated Place,Hilliardston,Nash,36.10543,-77.92971,61,1,36.10543,-77.92971,1821-1870,1871-1920
PHILLIPSBURGH,PHILLIPSBURGH,OH,JEFFERSON,Jefferson,1821,1881,TRUE,106098,TRUE,TRUE,PHILLIPSBURGH,JEFFERSON,OH,1082390,Post Office,Phillipsburgh Post Office,Jefferson,40.26512,-80.6294,216,1,40.26512,-80.6294,1821-1870,1871-1920
SHARPSBURG,SHARPSBURG(H),KY,BATH,Bath,1821,NA,TRUE,112905,TRUE,TRUE,SHARPSBURG,BATH,KY,2416543,Post Office,Sharpsburg Post Office,Bath,38.2014,-83.92954,308,1,38.2014,-83.92954,1821-1870,for business
CAYUTA,CAYUTA,NY,TOMPKINS,Tompkins,1822,1822,TRUE,9522,TRUE,TRUE,CAYUTA,TOMPKINS,NY,958510,Populated Place,Cayuta,Tompkins,42.3620178,-76.5907784,320,1,42.3620178,-76.5907784,1821-1870,1821-1870
PEARLINGTON,PEARLINGTON,MS,HANCOCK,Hancock,1822,NA,FALSE,44306,TRUE,TRUE,PEARLINGTON,HANCOCK,MS,675547,Populated Place,Pearlington,Hancock,30.2465843,-89.6111673,3,1,30.2465843,-89.6111673,1821-1870,for business
SHANNON HILL,SHANNON HILL,VA,GOOCHLAND,Goochland,1822,1907,FALSE,112852,TRUE,TRUE,SHANNON HILL,GOOCHLAND,VA,1477734,Populated Place,Shannon Hill,Goochland,37.88181,-78.03833,157,1,37.88181,-78.03833,1821-1870,1871-1920
SUMMERTON,SUMMERTON,VA,SUFFOLK,Nansemond,1822,1831,TRUE,116142,TRUE,TRUE,SUMMERTON,SUFFOLK,VA,1495129,Populated Place,Summerton,Suffolk (city),36.56821,-76.75135,17,1,36.56821,-76.75135,1821-1870,1821-1870
CLAYTONSVILLE,CLAYTONSVILLE,GA,RABUN,Rabun,1823,1828,FALSE,11166,TRUE,TRUE,CLAYTONSVILLE,RABUN,GA,355183,Populated Place,Claytonsville,Rabun,34.8781479,-83.4009933,589,1,34.8781479,-83.4009933,1821-1870,1821-1870
COATE'S TAVERN,COATE'S TAVERN,SC,YORK,York,1823,1861,TRUE,11587,TRUE,TRUE,COATES TAVERN,YORK,SC,1250457,Populated Place,Coates Tavern,York,34.8709786,-80.9367429,226,1,34.8709786,-80.9367429,1821-1870,1821-1870
ELLENVILLE,ELLEN(S)VILLE,NY,ULSTER,Ulster,1823,NA,TRUE,18064,TRUE,TRUE,ELLENVILLE,ULSTER,NY,2795474,Post Office,Ellenville Post Office,Ulster,41.7175016,-74.3930174,102,1,41.7175016,-74.3930174,1821-1870,for business
FAYETTEVILLE,FAYETTEVILLE (CH),GA,FAYETTE,Fayette,1823,NA,TRUE,19741,TRUE,TRUE,FAYETTEVILLE,FAYETTE,GA,1687757,Post Office,Fayetteville Post Office,Fayette,33.4544476,-84.4513928,283,1,33.4544476,-84.4513928,1821-1870,for business
HAMILTON,HAMILTON,MO,ST. LOUIS,St. Louis,1823,1824,TRUE,24762,TRUE,TRUE,HAMILTON,ST. LOUIS,MO,756145,School,Hamilton School,St. Louis,38.7572728,-90.3003913,186,1,38.7572728,-90.3003913,1821-1870,1821-1870
LENOIRS,LENOIRS,TN,LOUDON,Loudon,1823,1892,TRUE,32329,TRUE,TRUE,LENOIRS,LOUDON,TN,1649968,Post Office,Lenoirs Post Office,Loudon,35.7923487,-84.2642767,241,1,35.7923487,-84.2642767,1821-1870,1871-1920
MILFORD CENTRE,MILFORD CENTRE,MA,WORCESTER,Worcester,1823,1829,TRUE,37312,TRUE,TRUE,MILFORD CENTRE,WORCESTER,MA,1980102,Post Office,Milford Centre Post Office,Worcester,42.1387052,-71.5221627,95,1,42.1387052,-71.5221627,1821-1870,1821-1870
WADHAMS MILLS,WADHAM(')S MILLS,NY,ESSEX,Essex,1823,1906,FALSE,59886,TRUE,TRUE,WADHAMS MILLS,ESSEX,NY,968623,Populated Place,Wadhams Mills,Essex,44.2297734,-73.460407,97,1,44.2297734,-73.460407,1821-1870,1871-1920
VERSAILLES,VERSAILLES,IN,RIPLEY,Ripley,1823,NA,TRUE,119444,TRUE,TRUE,VERSAILLES,RIPLEY,IN,2794627,Post Office,Versailles Post Office,Ripley,39.07079,-85.25272,295,1,39.07079,-85.25272,1821-1870,for business
CHESTER FACTORIES,CHESTER FACTORIES,MA,HAMPDEN,Hampden,1824,1861,TRUE,10502,TRUE,TRUE,CHESTER FACTORIES,HAMPDEN,MA,1977949,Post Office,Chester Factories Post Office,Hampden,42.2758856,-72.9742648,175,1,42.2758856,-72.9742648,1821-1870,1821-1870
DIAS CREEK,DIAS CREEK,NJ,CAPE MAY,Cape May,1824,1924,FALSE,15248,TRUE,TRUE,DIAS CREEK,CAPE MAY,NJ,875911,Populated Place,Dias Creek,Cape May,39.0890023,-74.8804481,4,1,39.0890023,-74.8804481,1821-1870,1921-2000
NEW ROWLEY,NEW ROWLEY,MA,ESSEX,Essex,1824,1838,TRUE,40336,TRUE,TRUE,NEW ROWLEY,ESSEX,MA,1979320,Post Office,New Rowley Post Office,Essex,42.7207974,-70.9922861,28,1,42.7207974,-70.9922861,1821-1870,1821-1870
PINCKNEY,PINCKNEY,MO,WARREN,Warren,1824,1905,FALSE,45137,TRUE,TRUE,PINCKNEY,WARREN,MO,741153,Populated Place,Pinckney,Warren,38.6786587,-91.2329315,160,1,38.6786587,-91.2329315,1821-1870,1871-1920
RUSSELL,RUSSELL,MA,HAMPDEN,Hampden,1824,NA,FALSE,50174,TRUE,TRUE,RUSSELL,HAMPDEN,MA,1978378,Post Office,Russell Post Office (historical),Hampden,42.1895352,-72.8584309,97,1,42.1895352,-72.8584309,1821-1870,for business
SAINT MARY'S,SAINT MARY'S,PA,CHESTER,Chester,1824,1868,TRUE,50574,TRUE,TRUE,SAINT MARYS,CHESTER,PA,1204904,Populated Place,Saint Marys,Chester,40.1650973,-75.7838155,196,1,40.1650973,-75.7838155,1821-1870,1821-1870
SHEPERDSTOWN,SHEPERDSTOWN,PA,CUMBERLAND,Cumberland,1824,1967,TRUE,52344,TRUE,TRUE,SHEPERDSTOWN,CUMBERLAND,PA,1187469,Populated Place,Sheperdstown,Cumberland,40.1775909,-76.9913652,191,1,40.1775909,-76.9913652,1821-1870,1921-2000
LEESVILLE,LEESVILLE,IN,LAWRENCE,Lawrence,1824,1906,TRUE,94357,TRUE,TRUE,LEESVILLE,LAWRENCE,IN,437744,Populated Place,Leesville,Lawrence,38.84561,-86.28443,208,1,38.84561,-86.28443,1821-1870,1871-1920
MADISON,MADISON,IN,MADISON,Madison,1824,1826,TRUE,96734,TRUE,TRUE,MADISON,MADISON,IN,450370,Civil,Madison County,Madison,40.16166,-85.71935,269,NA,40.16166,-85.71935,1821-1870,1821-1870
MILTON,MILTON,OH,MIAMI,Miami,1824,1829,TRUE,99523,TRUE,TRUE,MILTON,MIAMI,OH,2037076,Post Office,Milton Post Office,Miami,39.9628,-84.32901,277,1,39.9628,-84.32901,1821-1870,1821-1870
NEW HAVEN,NEW HAVEN,OH,HAMILTON,Hamilton,1824,1825,TRUE,102008,TRUE,TRUE,NEW HAVEN,HAMILTON,OH,1065119,Populated Place,New Haven,Hamilton,39.27561,-84.74078,171,1,39.27561,-84.74078,1821-1870,1821-1870
ASPALAGA,ASPALAGA,FL,GADSDEN,Gadsden,1825,1898,FALSE,2035,TRUE,TRUE,ASPALAGA,GADSDEN,FL,295097,Locale,Aspalaga Landing,Gadsden,30.6182489,-84.9076971,16,NA,30.6182489,-84.9076971,1821-1870,1871-1920
BOLIVAR,BOLIVAR,NY,ALLEGANY,Allegany,1825,NA,TRUE,5848,TRUE,TRUE,BOLIVAR,ALLEGANY,NY,2617824,Post Office,Bolivar Post Office,Allegany,42.0671606,-78.1678211,486,1,42.0671606,-78.1678211,1821-1870,for business
CLYMER,CLYMER,NY,CHAUTAUQUA,Chautauqua,1825,NA,TRUE,11534,TRUE,TRUE,CLYMER,CHAUTAUQUA,NY,2617870,Post Office,Clymer Post Office,Chautauqua,42.0206799,-79.6292753,445,1,42.0206799,-79.6292753,1821-1870,for business
FORT VALLEY,FORT VALLEY,GA,PEACH,Peach,1825,NA,TRUE,20863,TRUE,TRUE,FORT VALLEY,PEACH,GA,352140,Post Office,Fort Valley Post Office,Peach,32.5549758,-83.887982,158,1,32.5549758,-83.887982,1821-1870,for business
KINGSBOROUGH,KINGSBOROUGH,NY,FULTON,Fulton,1825,1887,TRUE,30538,TRUE,TRUE,KINGSBOROUGH,FULTON,NY,954676,Populated Place,Kingsborough,Fulton,43.0672949,-74.3412468,274,1,43.0672949,-74.3412468,1821-1870,1871-1920
SANDY RUN,SANDY RUN,SC,CALHOUN,Calhoun,1825,1930,FALSE,50997,TRUE,TRUE,SANDY RUN,CALHOUN,SC,1231772,Populated Place,Sandy Run,Calhoun,33.7998771,-80.9639804,46,1,33.7998771,-80.9639804,1821-1870,1921-2000
UWCHLAND,UWCHLAND,PA,CHESTER,Chester,1825,NA,TRUE,59025,TRUE,TRUE,UWCHLAND,CHESTER,PA,1211955,Post Office,Uwchland Post Office,Chester,40.0751036,-75.68632,164,1,40.0751036,-75.68632,1821-1870,for business
ATLAS,ATLAS (1),IL,PIKE,Pike,1825,1846,TRUE,66359,TRUE,TRUE,ATLAS,PIKE,IL,422420,Populated Place,Atlas,Pike,39.5139357,-90.9695778,149,1,39.5139357,-90.9695778,1821-1870,1821-1870
BLENDON,BLENDON,OH,FRANKLIN,Franklin,1825,1898,FALSE,69373,TRUE,TRUE,BLENDON,FRANKLIN,OH,1083970,Populated Place,Blendon,Franklin,40.0803415,-82.9287915,247,1,40.0803415,-82.9287915,1821-1870,1871-1920
COLLINSVILLE,COLLINSVILLE,IL,MADISON,Madison,1825,NA,TRUE,75450,TRUE,TRUE,COLLINSVILLE,MADISON,IL,1736023,Post Office,Collinsville Post Office,Madison,38.68579,-90.02454,130,1,38.68579,-90.02454,1821-1870,for business
MILLER'S CREEK,MILLER'S CREEK,KY,ESTILL,Estill,1825,1873,FALSE,99356,TRUE,TRUE,MILLERS CREEK,ESTILL,KY,514011,Populated Place,Millers Creek,Estill,37.67175,-83.89687,194,1,37.67175,-83.89687,1821-1870,1871-1920
ROCHESTER,ROCHESTER,OH,WARREN,Warren,1825,1853,TRUE,110019,TRUE,TRUE,ROCHESTER,WARREN,OH,1061613,Populated Place,Rochester,Warren,39.35673,-84.09688,259,1,39.35673,-84.09688,1821-1870,1821-1870
WOLF CREEK,WOLF CREEK,OH,MORGAN,Morgan,1825,1860,FALSE,122866,TRUE,TRUE,WOLF CREEK,MORGAN,OH,2039659,Post Office,Wolf Creek Post Office,Morgan,39.63201,-81.95403,270,1,39.63201,-81.95403,1821-1870,1821-1870
EAST MACHIAS,EAST MACHIAS,ME,WASHINGTON,Washington,1826,NA,FALSE,17002,TRUE,TRUE,EAST MACHIAS,WASHINGTON,ME,1909151,Post Office,East Machias Post Office,Washington,44.7347588,-67.3942035,3,1,44.7347588,-67.3942035,1821-1870,for business
HARTSVILLE,HARTSVILLE,NY,ONONDAGA,Onondaga,1826,1852,TRUE,25422,TRUE,TRUE,MARYSVILLE,ONONDAGA,NY,956627,Populated Place,Marysville,Onondaga,42.9839549,-76.4491024,228,0.8,42.9839549,-76.4491024,1821-1870,1821-1870
ISOM'S STORE,ISOM'S STORE,TN,MAURY,Maury,1826,1894,TRUE,28807,TRUE,TRUE,ISOMS STORE,MAURY,TN,1306609,Populated Place,Isoms Store,Maury,35.6328498,-87.304456,172,1,35.6328498,-87.304456,1821-1870,1871-1920
KNOWLTON,KNOWLTON (1),NJ,WARREN,Warren,1826,1846,TRUE,30830,TRUE,TRUE,KNOWLTON,WARREN,NJ,877607,Populated Place,Knowlton,Warren,40.9303752,-75.027952,214,1,40.9303752,-75.027952,1821-1870,1821-1870
MATTANAWCOOK,MATTANAWCOOK,ME,PENOBSCOT,Penobscot,1826,1833,TRUE,35808,TRUE,TRUE,MATTANAWCOOK,PENOBSCOT,ME,1913669,Post Office,Mattanawcook Post Office,Penobscot,45.3663125,-68.5049916,62,1,45.3663125,-68.5049916,1821-1870,1821-1870
MCLEAN,MCLEAN,NY,TOMPKINS,Tompkins,1826,NA,TRUE,36496,TRUE,TRUE,MCLEAN,TOMPKINS,NY,2599271,Post Office,McLean Post Office,Tompkins,42.5519625,-76.2910747,342,1,42.5519625,-76.2910747,1821-1870,for business
SWOBETOWN,SWOBETOWN,PA,LANCASTER,Lancaster,1826,1826,TRUE,56391,TRUE,TRUE,SMOKETOWN,LANCASTER,PA,2780076,Post Office,Smoketown Post Office,Lancaster,40.040176,-76.2070902,111,0.777777778,40.040176,-76.2070902,1821-1870,1821-1870
WAYNESVILLE,WAYNESVILLE,GA,BRANTLEY,Brantley,1826,NA,FALSE,60803,TRUE,TRUE,WAYNESVILLE,BRANTLEY,GA,352103,Post Office,Waynesville Post Office,Brantley,31.229242,-81.7868547,12,1,31.229242,-81.7868547,1821-1870,for business
WINDSOR,WINDSOR,MA,BERKSHIRE,Berkshire,1826,NA,TRUE,63078,TRUE,TRUE,WINDSOR,BERKSHIRE,MA,1979005,Post Office,Windsor Post Office (historical),Berkshire,42.5114739,-73.0576002,620,1,42.5114739,-73.0576002,1821-1870,for business
JOHNSONVILLE,JOHNSONVILLE,OH,TRUMBULL,Trumbull,1826,1903,TRUE,91708,TRUE,TRUE,JOHNSONVILLE,TRUMBULL,OH,1064915,Populated Place,Johnsonville,Trumbull,41.38867,-80.66563,329,1,41.38867,-80.66563,1821-1870,1871-1920
QUINCY,QUINCY,IL,ADAMS,Adams,1826,NA,TRUE,108243,TRUE,TRUE,QUINCY,ADAMS,IL,1719934,Post Office,Quincy Post Office,Adams,39.95049,-91.35885,207,1,39.95049,-91.35885,1821-1870,for business
WEST LIBERTY,WEST LIBERTY,OH,LOGAN,Logan,1826,NA,TRUE,121310,TRUE,TRUE,WEST LIBERTY,LOGAN,OH,1082269,Post Office,West Liberty Post Office,Logan,40.25243,-83.75509,332,1,40.25243,-83.75509,1821-1870,for business
BALD EAGLE,BALD EAGLE,PA,CLINTON,Clinton,1827,1839,TRUE,2691,TRUE,TRUE,BALD EAGLE,CLINTON,PA,1216253,Civil,Township of Bald Eagle,Clinton,41.1438372,-77.5513222,505,NA,41.1438372,-77.5513222,1821-1870,1821-1870
CENTRE UXBRIDGE,CENTRE UXBRIDGE,MA,WORCESTER,Worcester,1827,1828,TRUE,9873,TRUE,TRUE,CENTRE UXBRIDGE,WORCESTER,MA,1980556,Post Office,Centre Uxbridge Post Office,Worcester,42.0617742,-71.6231987,77,1,42.0617742,-71.6231987,1821-1870,1821-1870
CHINAGROVE,CHINAGROVE,MS,WALTHALL,Walthall,1827,1921,FALSE,10680,TRUE,TRUE,CHINA GROVE,WALTHALL,MS,687115,Populated Place,China Grove,Walthall,31.2126775,-90.0534197,115,0.9,31.2126775,-90.0534197,1821-1870,1921-2000
EAST AVON,EAST AVON,NY,LIVINGSTON,Livingston,1827,1915,TRUE,16667,TRUE,TRUE,EAST AVON,LIVINGSTON,NY,948968,Populated Place,East Avon,Livingston,42.9092297,-77.7063904,250,1,42.9092297,-77.7063904,1821-1870,1871-1920
EAST SALISBURY,EAST SALISBURY,MA,ESSEX,Essex,1827,1886,TRUE,17175,TRUE,TRUE,EAST SALISBURY,ESSEX,MA,613745,Populated Place,East Salisbury,Essex,42.8417577,-70.8606083,9,1,42.8417577,-70.8606083,1821-1870,1871-1920
INDEPENDENCE,INDEPENDENCE,MO,JACKSON,Jackson,1827,NA,TRUE,28365,TRUE,TRUE,INDEPENDENCE,JACKSON,MO,2477766,Post Office,Independence Post Office,Jackson,39.091823,-94.4188196,314,1,39.091823,-94.4188196,1821-1870,for business
KINGWOOD,KINGWOOD,NJ,HUNTERDON,Hunterdon,1827,1909,TRUE,30584,TRUE,TRUE,KINGWOOD,HUNTERDON,NJ,877584,Populated Place,Kingwood,Hunterdon,40.4698261,-75.0190585,144,1,40.4698261,-75.0190585,1821-1870,1871-1920
MC CALL CREEK,MC CALL(S) CREEK,MS,FRANKLIN,Franklin,1827,NA,TRUE,36067,TRUE,TRUE,MCCALL CREEK,FRANKLIN,MS,2768803,Post Office,McCall Creek Post Office,Franklin,31.5119843,-90.7018151,88,0.923076923,31.5119843,-90.7018151,1821-1870,for business
NEW FAIRFIELD,NEW FAIRFIELD,CT,FAIRFIELD,Fairfield,1827,1901,TRUE,40133,TRUE,TRUE,NEW FAIRFIELD,FAIRFIELD,CT,1942541,Post Office,New Fairfield Post Office,Fairfield,41.4648573,-73.4874107,190,1,41.4648573,-73.4874107,1821-1870,1871-1920
PINE ORCHARD,PINE ORCHARD,AL,MONROE,Monroe,1827,1882,FALSE,45254,TRUE,TRUE,PINE ORCHARD,MONROE,AL,156894,Populated Place,Pine Orchard,Monroe,31.6407143,-87.1363716,134,1,31.6407143,-87.1363716,1821-1870,1871-1920
PINT LALA,PINT LALA,AL,MONTGOMERY,Montgomery,1827,1883,TRUE,45439,TRUE,TRUE,PINT LALA,MONTGOMERY,AL,124905,Populated Place,Pint Lala,Montgomery,32.1756993,-86.3674691,77,1,32.1756993,-86.3674691,1821-1870,1871-1920
ROCHEPORT,ROCHEPORT,MO,BOONE,Boone,1827,NA,TRUE,49110,TRUE,TRUE,ROCHEPORT,BOONE,MO,2782940,Post Office,Rocheport Post Office,Boone,38.9791773,-92.5665614,186,1,38.9791773,-92.5665614,1821-1870,for business
SELMA,SELMA,MO,JEFFERSON,Jefferson,1827,1913,FALSE,51815,TRUE,TRUE,SELMA,JEFFERSON,MO,726191,Populated Place,Selma,Jefferson,38.1497762,-90.3415091,164,1,38.1497762,-90.3415091,1821-1870,1871-1920
COLEBROOK,COLEBROOK,OH,ASHTABULA,Ashtabula,1827,1957,FALSE,75321,TRUE,TRUE,COLEBROOK,ASHTABULA,OH,1056822,Populated Place,Colebrook,Ashtabula,41.53561,-80.76258,302,1,41.53561,-80.76258,1821-1870,1921-2000
ENFIELD,ENFIELD,VA,KING WILLIAM,King William,1827,1955,FALSE,81194,TRUE,TRUE,ENFIELD,KING WILLIAM,VA,1477307,Populated Place,Enfield,King William,37.74542,-77.21859,50,1,37.74542,-77.21859,1821-1870,1921-2000
CAINS,CAIN(')S,PA,LANCASTER,Lancaster,1828,1942,TRUE,8292,TRUE,TRUE,CAINS,LANCASTER,PA,1214393,Post Office,Cains Post Office (historical),Lancaster,40.0270467,-75.9541152,147,1,40.0270467,-75.9541152,1821-1870,1921-2000
EAST WATERFORD,EAST WATERFORD,PA,JUNIATA,Juniata,1828,NA,TRUE,17287,TRUE,TRUE,EAST WATERFORD,JUNIATA,PA,2773129,Post Office,East Waterford Post Office,Juniata,40.3695064,-77.6069463,195,1,40.3695064,-77.6069463,1821-1870,for business
HEAD OF COOSA,HEAD OF COOSA,GA,FLOYD,Floyd,1828,1835,FALSE,25811,TRUE,TRUE,HEAD OF COOSA,FLOYD,GA,356504,Populated Place,Head of Coosa,Floyd,34.257038,-85.1646726,188,1,34.257038,-85.1646726,1821-1870,1821-1870
LA FAYETTE COURT  HOUSE,LA FAYETTE COURT  HOUSE,AR,LAFAYETTE,Lafayette,1828,1846,TRUE,31014,TRUE,TRUE,LAFAYETTE COURT HOUSE,LAFAYETTE,AR,77484,Populated Place,Lafayette Court House,Lafayette,33.3584583,-93.5776771,89,0.913043478,33.3584583,-93.5776771,1821-1870,1821-1870
LITTLE GENESEE,LITTLE GENESEE,NY,ALLEGANY,Allegany,1828,NA,TRUE,33129,TRUE,TRUE,LITTLE GENESEE,ALLEGANY,NY,2618003,Post Office,Little Genesee Post Office,Allegany,42.0267778,-78.2063321,473,1,42.0267778,-78.2063321,1821-1870,for business
MACHIAS,MACHIAS,NY,CATTARAUGUS,Cattaraugus,1828,NA,TRUE,34585,TRUE,TRUE,MACHIAS,CATTARAUGUS,NY,2598457,Post Office,Machias Post Office,Cattaraugus,42.420985,-78.4928241,513,1,42.420985,-78.4928241,1821-1870,for business
PLEASANT HILL,PLEASANT HILL,AL,DALLAS,Dallas,1828,1933,FALSE,45732,TRUE,TRUE,PLEASANT HILL,DALLAS,AL,155207,Populated Place,Pleasant Hill,Dallas,32.1654202,-86.9119285,122,1,32.1654202,-86.9119285,1821-1870,1921-2000
STONE CHURCH,STONE CHURCH,NY,GENESEE,Genesee,1828,1901,TRUE,55471,TRUE,TRUE,STONE CHURCH,GENESEE,NY,966494,Populated Place,Stone Church,Genesee,43.0489498,-77.9627893,208,1,43.0489498,-77.9627893,1821-1870,1871-1920
WARM SPRINGS,WARM SPRINGS,GA,MERIWETHER,Meriwether,1828,NA,FALSE,60372,TRUE,TRUE,WARM SPRINGS,MERIWETHER,GA,2792460,Post Office,Warm Springs Post Office,Meriwether,32.8891468,-84.6814458,281,1,32.8891468,-84.6814458,1821-1870,for business
WASHINGTONVILLE,WASHINGTONVILLE,PA,MONTOUR,Montour,1828,NA,TRUE,60526,TRUE,TRUE,WASHINGTONVILLE,MONTOUR,PA,2779953,Post Office,Washingtonville Post Office,Montour,41.0520247,-76.6763628,157,1,41.0520247,-76.6763628,1821-1870,for business
WEST OSSIPEE,WEST OSSIPEE,NH,CARROLL,Carroll,1828,NA,FALSE,61685,TRUE,TRUE,WEST OSSIPEE,CARROLL,NH,1916158,Post Office,West Ossipee Post Office,Carroll,43.8202731,-71.2001263,130,1,43.8202731,-71.2001263,1821-1870,for business
YARDLEYVILLE,YARDLEYVILLE,PA,BUCKS,Bucks,1828,1883,TRUE,63903,TRUE,TRUE,YARDLEYVILLE,BUCKS,PA,1191860,Populated Place,Yardleyville,Bucks,40.245664,-74.8459972,22,1,40.245664,-74.8459972,1821-1870,1871-1920
APPLE RIVER,APPLE RIVER (1),IL,JO DAVIESS,Jo Daviess,1828,1842,TRUE,65734,TRUE,TRUE,APPLE RIVER,JO DAVIESS,IL,2788764,Post Office,Apple River Post Office,Jo Daviess,42.5035657,-90.0969848,304,1,42.5035657,-90.0969848,1821-1870,1821-1870
MOUNT HEALTHY,MOUNT HEALTHY,OH,HAMILTON,Hamilton,1828,1913,TRUE,100668,TRUE,TRUE,MOUNT HEALTHY,HAMILTON,OH,1989865,Post Office,Mount Healthy Post Office (historical),Hamilton,39.23339,-84.54578,257,1,39.23339,-84.54578,1821-1870,1871-1920
PLEASUREVILLE,PLEASUREVILLE,KY,HENRY,Henry,1828,NA,TRUE,106903,TRUE,TRUE,PLEASUREVILLE,HENRY,KY,2794355,Post Office,Pleasureville Post Office,Henry,38.34705,-85.11452,270,1,38.34705,-85.11452,1821-1870,for business
SIBYLSVILLE,SIBYLSVILLE,MD,FREDERICK,Frederick,1828,1830,TRUE,113398,TRUE,TRUE,SIBLYSVILLE,FREDERICK,MD,591206,Populated Place,Siblysville,Frederick,39.7001,-77.45638,334,0.8181818,39.7001,-77.45638,1821-1870,1821-1870
SUNFISH,SUNFISH,OH,MONROE,Monroe,1828,1859,TRUE,116242,TRUE,TRUE,SUNFISH,MONROE,OH,1056805,Populated Place,Sunfish,Monroe,39.76563,-80.87121,193,1,39.76563,-80.87121,1821-1870,1821-1870
VANDEVENTER,VANDEVENTER,IL,BROWN,Brown,1828,1835,TRUE,119198,TRUE,TRUE,VANDEVENTER,BROWN,IL,1720827,Cemetery,Vandeventer Cemetery,Brown,39.89323,-90.59931,170,1,39.89323,-90.59931,1821-1870,1821-1870
EAST BREWER,EAST BREWER (1),ME,PENOBSCOT,Penobscot,1829,1847,TRUE,16721,TRUE,TRUE,EAST BREWER,PENOBSCOT,ME,1913480,Post Office,East Brewer Post Office,Penobscot,44.7400753,-68.6310688,53,1,44.7400753,-68.6310688,1821-1870,1821-1870
JACKSONVILLE,JACKSONVILLE,GA,TELFAIR,Telfair,1829,NA,TRUE,28989,TRUE,TRUE,JACKSONVILLE,TELFAIR,GA,2792434,Post Office,Jacksonville Post Office,Telfair,31.8129739,-82.9782023,65,1,31.8129739,-82.9782023,1821-1870,for business
NEWINGTON,NEWINGTON,GA,EFFINGHAM,Effingham,1829,1830,TRUE,40499,TRUE,TRUE,NEWINGTON,EFFINGHAM,GA,332498,Locale,Newington Landing,Effingham,32.2874186,-81.1801123,4,NA,32.2874186,-81.1801123,1821-1870,1821-1870
THORNTON,THORNTON,PA,DELAWARE,Delaware,1829,NA,FALSE,57290,TRUE,TRUE,THORNTON,DELAWARE,PA,2779967,Post Office,Thornton Post Office,Delaware,39.9075618,-75.5312557,141,1,39.9075618,-75.5312557,1821-1870,for business
VINEYARD,VINEYARD,AR,WASHINGTON,Washington,1829,1838,TRUE,59692,TRUE,TRUE,VINEYARD,WASHINGTON,AR,84304,Post Office,Vineyard Post Office,Washington,35.7957583,-94.4959653,345,1,35.7957583,-94.4959653,1821-1870,1821-1870
WEST CHATHAM,WEST CHATHAM,MA,BARNSTABLE,Barnstable,1829,NA,FALSE,61310,TRUE,TRUE,WEST CHATHAM,BARNSTABLE,MA,2783774,Post Office,West Chatham Post Office,Barnstable,41.6823684,-69.9957578,11,1,41.6823684,-69.9957578,1821-1870,for business
